"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";616;584;6;1206
"'10-19";1268;1467;9;2744
"20-29";3450;3495;33;6978
"30-39";3044;3110;19;6173
"40-49";3092;3780;12;6884
"50-59";4203;4741;2;8946
"60-69";2495;2128;5;4628
"70-79";2036;1947;2;3985
"80-89";1506;2384;2;3892
"90-99";242;793;2;1037
"100+";2;16;0;18
"Unbekannt";6;8;0;14
"Gesamt";21960;24453;92;46505
