"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5175;-1;100;0;134655;3843,15;22;16,34
"LK Altötting";6049;2;210;0;111516;5424,33;9;8,07
"LK Amberg-Sulzbach";4831;2;157;0;103049;4688,06;12;11,64
"LK Ansbach";8306;8;182;0;184591;4499,68;44;23,84
"LK Aschaffenburg";7980;1;211;0;174200;4580,94;24;13,78
"LK Augsburg";11380;4;225;0;253468;4489,72;50;19,73
"LK Bad Kissingen";3632;1;103;0;103235;3518,19;12;11,62
"LK Bad Tölz-Wolfratshausen";5051;1;78;0;127917;3948,65;19;14,85
"LK Bamberg";5557;8;141;0;147163;3776,09;31;21,07
"LK Bayreuth";4925;1;161;0;103664;4750,93;2;1,93
"LK Berchtesgadener Land";5975;9;102;0;105929;5640,57;40;37,76
"LK Cham";7110;0;182;0;127998;5554,77;5;3,91
"LK Coburg";4875;7;160;0;86747;5619,79;33;38,04
"LK Dachau";8206;1;142;1;154899;5297,65;15;9,68
"LK Deggendorf";6964;3;157;0;119478;5828,69;13;10,88
"LK Dillingen a.d.Donau";3759;5;114;0;96562;3892,84;29;30,03
"LK Dingolfing-Landau";5779;4;96;0;96683;5977,27;25;25,86
"LK Donau-Ries";5957;11;161;0;133783;4452,73;68;50,83
"LK Ebersberg";6337;2;179;0;143649;4411,45;31;21,58
"LK Eichstätt";5040;3;82;0;132881;3792,87;22;16,56
"LK Erding";6945;2;118;0;138182;5025,98;48;34,74
"LK Erlangen-Höchstadt";5391;4;129;0;137262;3927,53;23;16,76
"LK Forchheim";4762;8;113;0;116203;4098;37;31,84
"LK Freising";8086;0;130;0;180007;4492,05;13;7,22
"LK Freyung-Grafenau";4908;1;128;0;78362;6263,24;8;10,21
"LK Fürstenfeldbruck";9700;6;140;0;219311;4422,94;40;18,24
"LK Fürth";5329;1;208;0;117853;4521,73;16;13,58
"LK Garmisch-Partenkirchen";3619;6;87;0;88424;4092,78;29;32,8
"LK Günzburg";6905;8;110;0;127027;5435,85;74;58,26
"LK Haßberge";4054;2;87;0;84384;4804,23;20;23,7
"LK Hof";6388;3;155;0;94801;6738,33;22;23,21
"LK Kelheim";5921;3;107;0;123058;4811,55;13;10,56
"LK Kitzingen";3275;3;86;0;91155;3592,78;34;37,3
"LK Kronach";4207;14;95;1;66743;6303,28;38;56,93
"LK Kulmbach";4075;0;117;0;71566;5694,04;4;5,59
"LK Landsberg a.Lech";4082;1;70;0;120302;3393,13;10;8,31
"LK Landshut";8037;8;173;0;159895;5026,42;58;36,27
"LK Lichtenfels";3536;2;83;0;66776;5295,32;21;31,45
"LK Lindau";3399;18;63;0;81981;4146,08;61;74,41
"LK Main-Spessart";4725;2;215;0;126158;3745,3;19;15,06
"LK Miesbach";4539;3;82;0;100010;4538,55;15;15
"LK Miltenberg";5959;4;129;0;128743;4628,6;33;25,63
"LK Mühldorf a.Inn";6949;0;153;0;115872;5997,13;19;16,4
"LK München";15271;10;291;0;350473;4357,25;51;14,55
"LK Neu-Ulm";7672;27;116;0;175204;4378,9;90;51,37
"LK Neuburg-Schrobenhausen";4153;2;79;1;97303;4268,11;27;27,75
"LK Neumarkt i.d.OPf.";6550;6;135;0;134573;4867,25;25;18,58
"LK Neustadt a.d.Aisch-Bad Windsheim";4381;2;107;0;101014;4337,02;14;13,86
"LK Neustadt a.d.Waldnaab";5234;1;188;0;94450;5541,56;11;11,65
"LK Nürnberger Land";7414;2;177;0;170792;4340,95;46;26,93
"LK Oberallgäu";5972;9;86;0;156008;3828,01;37;23,72
"LK Ostallgäu";7126;4;134;0;141182;5047,39;11;7,79
"LK Passau";12940;2;368;0;192656;6716,63;36;18,69
"LK Pfaffenhofen a.d.Ilm";5636;2;159;0;128227;4395,33;12;9,36
"LK Regen";5529;0;162;0;77410;7142,49;9;11,63
"LK Regensburg";8265;2;192;3;194070;4258,77;70;36,07
"LK Rhön-Grabfeld";3529;0;87;0;79635;4431,47;7;8,79
"LK Rosenheim";13853;6;458;0;261330;5300,96;48;18,37
"LK Roth";5671;2;174;0;126749;4474,2;7;5,52
