"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14209;13134;1;591;27935
"'10-19";24287;23819;4;724;48834
"20-29";41331;38424;4;1339;81098
"30-39";35316;33284;8;1243;69851
"40-49";32879;35570;5;1134;69588
"50-59";39316;39874;6;908;80104
"60-69";20621;19169;3;404;40197
"70-79";13618;14590;6;272;28486
"80-89";10450;18803;18;311;29582
"90-99";1986;6806;5;102;8899
"100+";34;142;0;4;180
"Unbekannt";34;31;0;29;94
"Gesamt";234081;243646;60;7061;484848
