"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5182;-1;101;0;134655;3848,35;11;8,17
"LK Altötting";6056;5;210;0;111516;5430,61;3;2,69
"LK Amberg-Sulzbach";4831;0;160;0;103049;4688,06;0;0
"LK Ansbach";8405;6;196;9;184591;4553,31;16;8,67
"LK Aschaffenburg";7992;1;212;0;174200;4587,83;13;7,46
"LK Augsburg";11405;1;225;0;253468;4499,58;20;7,89
"LK Bad Kissingen";3635;-2;104;0;103235;3521,09;1;0,97
"LK Bad Tölz-Wolfratshausen";5054;1;78;0;127917;3951;3;2,35
"LK Bamberg";5591;3;140;0;147163;3799,19;27;18,35
"LK Bayreuth";4928;0;161;0;103664;4753,82;3;2,89
"LK Berchtesgadener Land";5996;1;102;0;105929;5660,4;15;14,16
"LK Cham";7120;1;182;0;127998;5562,59;10;7,81
"LK Coburg";4886;0;161;0;86747;5632,47;11;12,68
"LK Dachau";8219;3;143;0;154899;5306,04;8;5,16
"LK Deggendorf";6983;1;157;0;119478;5844,59;17;14,23
"LK Dillingen a.d.Donau";3766;0;115;0;96562;3900,08;5;5,18
"LK Dingolfing-Landau";5804;0;97;0;96683;6003,12;16;16,55
"LK Donau-Ries";5975;2;163;0;133783;4466,19;11;8,22
"LK Ebersberg";6355;2;180;0;143649;4423,98;21;14,62
"LK Eichstätt";5056;3;83;0;132881;3804,91;16;12,04
"LK Erding";6965;1;118;0;138182;5040,45;15;10,86
"LK Erlangen-Höchstadt";5401;1;130;1;137262;3934,81;8;5,83
"LK Forchheim";4779;5;113;0;116203;4112,63;13;11,19
"LK Freising";8140;11;130;0;180007;4522,05;15;8,33
"LK Freyung-Grafenau";4913;1;128;0;78362;6269,62;3;3,83
"LK Fürstenfeldbruck";9713;0;140;0;219311;4428,87;14;6,38
"LK Fürth";5343;1;208;0;117853;4533,61;8;6,79
"LK Garmisch-Partenkirchen";3639;2;87;0;88424;4115,4;16;18,09
"LK Günzburg";6938;2;110;0;127027;5461,83;23;18,11
"LK Haßberge";4069;0;87;0;84384;4822;12;14,22
"LK Hof";6395;0;156;1;94801;6745,71;6;6,33
"LK Kelheim";5933;1;109;0;123058;4821,3;13;10,56
"LK Kitzingen";3281;2;87;0;91155;3599,36;7;7,68
"LK Kronach";4217;1;96;1;66743;6318,27;6;8,99
"LK Kulmbach";4078;0;117;0;71566;5698,24;4;5,59
"LK Landsberg a.Lech";4091;0;71;1;120302;3400,61;9;7,48
"LK Landshut";8046;1;174;0;159895;5032,05;13;8,13
"LK Lichtenfels";3546;1;84;0;66776;5310,29;12;17,97
"LK Lindau";3435;3;63;0;81981;4190;24;29,28
"LK Main-Spessart";4732;0;215;0;126158;3750,85;9;7,13
"LK Miesbach";4561;10;82;0;100010;4560,54;20;20
"LK Miltenberg";5978;6;129;0;128743;4643,36;20;15,53
"LK Mühldorf a.Inn";6960;1;153;0;115872;6006,63;9;7,77
"LK München";15330;10;292;0;350473;4374,09;71;20,26
"LK Neu-Ulm";7717;7;118;0;175204;4404,58;28;15,98
"LK Neuburg-Schrobenhausen";4164;2;80;0;97303;4279,42;11;11,3
"LK Neumarkt i.d.OPf.";6554;0;139;0;134573;4870,22;5;3,72
"LK Neustadt a.d.Aisch-Bad Windsheim";4382;-7;107;0;101014;4338,01;6;5,94
"LK Neustadt a.d.Waldnaab";5244;0;188;0;94450;5552,14;12;12,71
"LK Nürnberger Land";7423;1;181;1;170792;4346,22;11;6,44
"LK Oberallgäu";5981;3;87;0;156008;3833,78;19;12,18
"LK Ostallgäu";7145;6;134;0;141182;5060,84;15;10,62
"LK Passau";12956;1;368;0;192656;6724,94;14;7,27
"LK Pfaffenhofen a.d.Ilm";5641;0;159;0;128227;4399,23;4;3,12
"LK Regen";5531;-1;163;1;77410;7145,07;1;1,29
"LK Regensburg";8283;1;202;0;194070;4268,05;21;10,82
