"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";767;713;5;1485
"'10-19";1424;1578;3;3005
"20-29";3911;3780;7;7698
"30-39";3401;3301;9;6711
"40-49";3294;3962;3;7259
"50-59";4394;4945;3;9342
"60-69";2585;2233;2;4820
"70-79";2098;2012;1;4111
"80-89";1532;2477;1;4010
"90-99";248;816;0;1064
"100+";0;12;0;12
"Unbekannt";3;2;0;5
"Gesamt";23657;25831;34;49522
