"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";16884;15675;1;682;33242
"'10-19";28339;27615;5;828;56787
"20-29";46904;43321;5;1429;91659
"30-39";40433;37901;8;1309;79651
"40-49";37661;40217;6;1215;79099
"50-59";44570;44545;7;982;90104
"60-69";23139;21555;3;427;45124
"70-79";14798;15832;6;285;30921
"80-89";10966;19588;18;319;30891
"90-99";2042;6993;5;110;9150
"100+";36;155;0;10;201
"Unbekannt";45;37;0;32;114
"Gesamt";265817;273434;64;7628;546943
