"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14934;13808;1;625;29368
"'10-19";25188;24621;5;743;50557
"20-29";42664;39615;4;1370;83653
"30-39";36598;34417;8;1255;72278
"40-49";34055;36712;5;1148;71920
"50-59";40587;41020;6;913;82526
"60-69";21254;19804;3;406;41467
"70-79";13936;14897;6;275;29114
"80-89";10586;19039;18;311;29954
"90-99";2002;6852;5;101;8960
"100+";34;144;0;4;182
"Unbekannt";38;31;0;29;98
"Gesamt";241876;250960;61;7180;500077
