"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";400;0;20;0;133596;299,41;5;3,74
"LK Altötting";623;0;53;0;111210;560,2;16;14,39
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";606;0;28;0;183949;329,44;0;0
"LK Aschaffenburg";573;1;42;0;174208;328,92;2;1,15
"LK Augsburg";417;0;10;0;251534;165,78;2;0,8
"LK Bad Kissingen";263;0;18;0;103218;254,8;3;2,91
"LK Bad Tölz-Wolfratshausen";514;0;10;0;127227;404;11;8,65
"LK Bamberg";436;0;36;0;147086;296,43;1;0,68
"LK Bayreuth";430;0;28;0;103656;414,83;1;0,96
"LK Berchtesgadener Land";347;0;25;0;105722;328,22;8;7,57
"LK Cham";431;0;21;0;127882;337,03;0;0
"LK Coburg";401;0;29;0;86906;461,42;3;3,45
"LK Dachau";957;0;30;0;153884;621,9;10;6,5
"LK Deggendorf";340;0;15;0;119326;284,93;3;2,51
"LK Dillingen a.d.Donau";273;0;29;0;96021;284,31;6;6,25
"LK Dingolfing-Landau";338;43;10;0;96217;351,29;62;64,44
"LK Donau-Ries";371;0;23;0;133496;277,91;6;4,49
"LK Ebersberg";531;2;5;0;142142;373,57;5;3,52
"LK Eichstätt";314;2;20;0;132341;237,27;9;6,8
"LK Erding";689;0;11;0;137660;500,51;6;4,36
"LK Erlangen-Höchstadt";265;0;11;0;136271;194,47;3;2,2
"LK Forchheim";208;0;4;0;116099;179,16;0;0
"LK Freising";1004;0;46;0;179116;560,53;15;8,37
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";961;0;36;0;219320;438,17;7;3,19
"LK Fürth";503;0;58;0;117387;428,5;1;0,85
"LK Garmisch-Partenkirchen";299;2;18;0;88467;337,98;2;2,26
"LK Günzburg";246;0;4;0;125747;195,63;6;4,77
"LK Haßberge";173;0;6;0;84599;204,49;2;2,36
"LK Hof";474;5;32;0;95311;497,32;41;43,02
"LK Kelheim";485;1;35;0;122258;396,7;5;4,09
"LK Kitzingen";197;0;3;0;90909;216,7;2;2,2
"LK Kronach";173;0;3;0;67135;257,69;0;0
"LK Kulmbach";246;0;11;0;71845;342,4;0;0
"LK Landsberg a.Lech";375;0;10;0;120071;312,32;2;1,67
"LK Landshut";704;0;31;0;158698;443,61;4;2,52
"LK Lichtenfels";311;0;17;0;66838;465,3;2;2,99
"LK Lindau";251;0;8;0;81669;307,34;5;6,12
"LK Main-Spessart";160;0;6;0;126365;126,62;0;0
"LK Miesbach";598;0;11;0;99726;599,64;3;3,01
"LK Miltenberg";319;0;5;0;128756;247,76;2;1,55
"LK Mühldorf a.Inn";510;0;27;0;115250;442,52;2;1,74
"LK München";1513;5;91;0;348871;433,68;15;4,3
"LK Neu-Ulm";464;0;26;0;174200;266,36;4;2,3
"LK Neuburg-Schrobenhausen";334;0;18;0;96680;345,47;1;1,03
"LK Neumarkt i.d.OPf.";400;0;17;0;133561;299,49;1;0,75
"LK Neustadt a.d.Aisch-Bad Windsheim";255;0;6;0;100364;254,08;0;0
"LK Neustadt a.d.Waldnaab";842;0;73;0;94352;892,4;1;1,06
"LK Nürnberger Land";659;0;44;0;170365;386,82;10;5,87
"LK Oberallgäu";196;0;7;0;155362;126,16;2;1,29
"LK Ostallgäu";529;0;39;0;140316;377,01;1;0,71
"LK Passau";632;1;29;0;192043;329,09;4;2,08
"LK Pfaffenhofen a.d.Ilm";389;0;21;0;127151;305,94;1;0,79
"LK Regen";200;0;12;0;77656;257,55;4;5,15
"LK Regensburg";500;0;15;0;193572;258,3;1;0,52
"LK Rhön-Grabfeld";198;0;8;0;79690;248,46;0;0
"LK Rosenheim";2321;3;199;0;260983;889,33;10;3,83
"LK Roth";290;0;7;0;126958;228,42;1;0,79
"LK Rottal-Inn";740;0;48;0;120659;613,3;4;3,32
"LK Schwandorf";510;0;20;0;147189;346,49;1;0,68
"LK Schweinfurt";531;0;25;0;115106;461,31;1;0,87
"LK Starnberg";603;1;13;0;136092;443,08;7;5,14
"LK Straubing-Bogen";563;0;29;0;100649;559,37;3;2,98
"LK Tirschenreuth";1140;0;138;0;72504;1572,33;0;0
"LK Traunstein";1314;0;88;0;177089;742;6;3,39
"LK Unterallgäu";287;0;14;0;144041;199,25;1;0,69
"LK Weilheim-Schongau";365;0;3;0;135348;269,68;3;2,22
"LK Weißenburg-Gunzenhausen";340;0;25;0;94393;360,2;3;3,18
"LK Wunsiedel i.Fichtelgebirge";666;0;41;0;73178;910,11;1;1,37
"LK Würzburg";428;4;7;0;161834;264,47;10;6,18
"SK Amberg";95;0;4;0;41970;226,35;1;2,38
"SK Ansbach";155;0;8;0;41847;370,4;0;0
"SK Aschaffenburg";131;0;1;0;70527;185,74;2;2,84
"SK Augsburg";554;0;16;0;295135;187,71;27;9,15
"SK Bamberg";205;0;22;0;77592;264,2;1;1,29
"SK Bayreuth";210;0;11;0;74657;281,29;0;0
"SK Coburg";119;0;3;0;41249;288,49;1;2,42
"SK Erlangen";264;0;11;0;111962;235,79;0;0
"SK Fürth";437;0;38;0;127748;342,08;5;3,91
"SK Hof";143;0;4;0;45930;311,34;1;2,18
"SK Ingolstadt";513;0;38;0;136981;374,5;18;13,14
"SK Kaufbeuren";113;0;5;0;43893;257,44;2;4,56
"SK Kempten";104;0;10;0;68907;150,93;0;0
"SK Landshut";287;0;9;0;72404;396,39;3;4,14
"SK Memmingen";57;0;0;0;43837;130,03;0;0
"SK München";7194;0;222;0;1471508;488,89;81;5,5
"SK Nürnberg";1182;0;51;0;518365;228,02;20;3,86
"SK Passau";145;1;18;0;52469;276,35;2;3,81
"SK Regensburg";728;0;10;0;152610;477,03;1;0,66
"SK Rosenheim";532;1;23;0;63324;840,12;5;7,9
"SK Schwabach";87;0;2;0;40792;213,28;1;2,45
"SK Schweinfurt";189;0;17;0;54032;349,79;0;0
"SK Straubing";445;0;48;0;47794;931,08;3;6,28
"SK Weiden i.d.OPf.";339;0;20;0;42520;797,27;0;0
"SK Würzburg";494;0;52;0;127880;386,3;5;3,91
