"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";276;2;20;1;133596;206,59;14;10,48
"LK Altötting";569;5;27;0;111210;511,64;45;40,46
"LK Amberg-Sulzbach";438;1;36;0;103109;424,79;38;36,85
"LK Ansbach";493;0;10;0;183949;268,01;68;36,97
"LK Aschaffenburg";473;4;23;0;174208;271,51;30;17,22
"LK Augsburg";354;0;6;0;251534;140,74;14;5,57
"LK Bad Kissingen";222;1;14;0;103218;215,08;11;10,66
"LK Bad Tölz-Wolfratshausen";398;1;7;0;127227;312,83;16;12,58
"LK Bamberg";381;1;32;0;147086;259,03;16;10,88
"LK Bayreuth";376;1;8;0;103656;362,74;29;27,98
"LK Berchtesgadener Land";268;0;12;0;105722;253,5;21;19,86
"LK Cham";385;1;14;0;127882;301,06;6;4,69
"LK Coburg";176;2;7;0;86906;202,52;22;25,31
"LK Dachau";812;0;18;0;153884;527,67;70;45,49
"LK Deggendorf";253;3;9;0;119326;212,02;25;20,95
"LK Dillingen a.d.Donau";226;6;10;0;96021;235,37;35;36,45
"LK Dingolfing-Landau";189;3;3;0;96217;196,43;13;13,51
"LK Donau-Ries";325;7;21;0;133496;243,45;37;27,72
"LK Ebersberg";436;4;4;0;142142;306,74;43;30,25
"LK Eichstätt";258;2;15;1;132341;194,95;26;19,65
"LK Erding";566;0;8;0;137660;411,16;26;18,89
"LK Erlangen-Höchstadt";199;0;6;0;136271;146,03;10;7,34
"LK Forchheim";195;0;3;0;116099;167,96;1;0,86
"LK Freising";923;0;33;0;179116;515,31;33;18,42
"LK Freyung-Grafenau";170;4;9;0;78355;216,96;15;19,14
"LK Fürstenfeldbruck";760;0;29;0;219320;346,53;39;17,78
"LK Fürth";451;0;46;0;117387;384,2;24;20,45
"LK Garmisch-Partenkirchen";258;2;13;0;88467;291,63;20;22,61
"LK Günzburg";210;0;2;0;125747;167;6;4,77
"LK Haßberge";146;0;4;1;84599;172,58;11;13
"LK Hof";376;3;21;1;95311;394,5;59;61,9
"LK Kelheim";425;1;31;0;122258;347,63;32;26,17
"LK Kitzingen";145;3;1;0;90909;159,5;48;52,8
"LK Kronach";128;2;3;0;67135;190,66;15;22,34
"LK Kulmbach";190;1;10;0;71845;264,46;12;16,7
"LK Landsberg a.Lech";324;1;10;0;120071;269,84;21;17,49
"LK Landshut";630;2;24;0;158698;396,98;34;21,42
"LK Lichtenfels";193;1;1;0;66838;288,76;22;32,92
"LK Lindau";238;0;6;1;81669;291,42;3;3,67
"LK Main-Spessart";145;0;5;0;126365;114,75;5;3,96
"LK Miesbach";494;3;7;0;99726;495,36;10;10,03
"LK Miltenberg";257;0;3;0;128756;199,6;12;9,32
"LK Mühldorf a.Inn";461;2;18;0;115250;400;26;22,56
