"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1371;39;22;1;134655;1018,16;193;143,33
"LK Altötting";1413;53;57;0;111516;1267,08;249;223,29
"LK Amberg-Sulzbach";1008;78;55;0;103049;978,18;251;243,57
"LK Ansbach";1657;38;32;0;184591;897,66;291;157,65
"LK Aschaffenburg";1750;52;44;0;174200;1004,59;289;165,9
"LK Augsburg";2831;107;20;0;253468;1116,91;612;241,45
"LK Bad Kissingen";556;18;18;0;103235;538,58;87;84,27
"LK Bad Tölz-Wolfratshausen";1311;36;13;0;127917;1024,88;235;183,71
"LK Bamberg";1219;19;41;1;147163;828,33;186;126,39
"LK Bayreuth";810;16;29;0;103664;781,37;89;85,85
"LK Berchtesgadener Land";1583;21;29;1;105929;1494,4;131;123,67
"LK Cham";1318;45;23;1;127998;1029,7;217;169,53
"LK Coburg";803;13;31;0;86747;925,68;116;133,72
"LK Dachau";2446;91;47;2;154899;1579,09;375;242,09
"LK Deggendorf";1101;30;22;0;119478;921,51;158;132,24
"LK Dillingen a.d.Donau";949;24;36;1;96562;982,79;197;204,01
"LK Dingolfing-Landau";1464;39;12;1;96683;1514,23;153;158,25
"LK Donau-Ries";1424;38;30;0;133783;1064,41;267;199,58
"LK Ebersberg";1721;58;13;1;143649;1198,06;256;178,21
"LK Eichstätt";1033;32;23;0;132881;777,39;203;152,77
"LK Erding";1755;45;13;0;138182;1270,06;263;190,33
"LK Erlangen-Höchstadt";1029;76;11;0;137262;749,66;249;181,4
"LK Forchheim";816;24;4;0;116203;702,22;170;146,3
"LK Freising";2431;16;49;0;180007;1350,5;350;194,44
"LK Freyung-Grafenau";858;41;18;1;78362;1094,92;283;361,14
"LK Fürstenfeldbruck";3099;53;46;3;219311;1413,06;365;166,43
"LK Fürth";1346;33;71;0;117853;1142,1;209;177,34
"LK Garmisch-Partenkirchen";866;33;21;0;88424;979,37;128;144,76
"LK Günzburg";1458;58;13;0;127027;1147,79;239;188,15
"LK Haßberge";625;27;7;0;84384;740,66;146;173,02
"LK Hof";939;18;35;0;94801;990,5;150;158,23
"LK Kelheim";1208;22;36;0;123058;981,65;218;177,15
"LK Kitzingen";721;8;6;0;91155;790,96;80;87,76
"LK Kronach";516;15;5;0;66743;773,11;111;166,31
"LK Kulmbach";637;7;11;0;71566;890,09;37;51,7
"LK Landsberg a.Lech";1171;29;13;0;120302;973,38;171;142,14
"LK Landshut";1725;31;38;1;159895;1078,83;215;134,46
"LK Lichtenfels";861;15;24;0;66776;1289,39;134;200,67
"LK Lindau";879;26;10;1;81981;1072,2;166;202,49
"LK Main-Spessart";635;24;8;0;126158;503,34;116;91,95
"LK Miesbach";1369;24;11;0;100010;1368,86;153;152,98
"LK Miltenberg";1300;46;22;1;128743;1009,76;242;187,97
"LK Mühldorf a.Inn";1667;35;29;2;115872;1438,66;278;239,92
"LK München";4472;105;99;0;350473;1275,99;575;164,06
"LK Neu-Ulm";1787;62;29;0;175204;1019,95;273;155,82
"LK Neuburg-Schrobenhausen";1059;26;28;0;97303;1088,35;132;135,66
"LK Neumarkt i.d.OPf.";1221;0;34;0;134573;907,31;227;168,68
"LK Neustadt a.d.Aisch-Bad Windsheim";706;36;7;0;101014;698,91;184;182,15
"LK Neustadt a.d.Waldnaab";1510;17;75;0;94450;1598,73;137;145,05
"LK Nürnberger Land";1501;26;47;0;170792;878,85;225;131,74
"LK Oberallgäu";1203;43;11;0;156008;771,11;251;160,89
"LK Ostallgäu";1637;33;42;0;141182;1159,5;204;144,49
"LK Passau";2436;108;39;1;192656;1264,43;474;246,03
"LK Pfaffenhofen a.d.Ilm";1345;58;27;1;128227;1048,92;283;220,7
"LK Regen";724;18;13;0;77410;935,28;129;166,65
"LK Regensburg";1718;0;18;0;194070;885,25;356;183,44
"LK Rhön-Grabfeld";617;27;11;0;79635;774,78;97;121,81
"LK Rosenheim";5093;109;211;1;261330;1948,88;653;249,88
"LK Roth";968;36;10;1;126749;763,71;205;161,74
"LK Rottal-Inn";2144;28;60;0;121502;1764,58;187;153,91
"LK Schwandorf";1428;103;24;0;147872;965,7;327;221,14
"LK Schweinfurt";1603;23;34;0;115445;1388,54;162;140,33
"LK Starnberg";1515;36;15;0;136667;1108,53;186;136,1
"LK Straubing-Bogen";1131;42;31;0;101120;1118,47;204;201,74
"LK Tirschenreuth";1612;7;142;0;72046;2237,46;109;151,29
"LK Traunstein";3172;80;98;1;177319;1788,87;666;375,59
"LK Unterallgäu";1411;30;33;1;145341;970,82;262;180,27
"LK Weilheim-Schongau";1355;40;12;0;135478;1000,16;178;131,39
"LK Weißenburg-Gunzenhausen";866;9;28;0;94734;914,14;127;134,06
