"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";405;0;20;0;133596;303,15;1;0,75
"LK Altötting";634;2;55;0;111210;570,09;11;9,89
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";608;0;28;0;183949;330,53;1;0,54
"LK Aschaffenburg";590;2;42;0;174208;338,68;9;5,17
"LK Augsburg";449;0;11;0;251534;178,5;19;7,55
"LK Bad Kissingen";265;0;18;0;103218;256,74;2;1,94
"LK Bad Tölz-Wolfratshausen";520;1;10;0;127227;408,72;2;1,57
"LK Bamberg";437;1;36;0;147086;297,11;1;0,68
"LK Bayreuth";433;1;28;0;103656;417,73;3;2,89
"LK Berchtesgadener Land";358;1;25;0;105722;338,62;4;3,78
"LK Cham";433;1;21;0;127882;338,59;1;0,78
"LK Coburg";407;0;29;0;86906;468,32;1;1,15
"LK Dachau";982;4;31;0;153884;638,14;11;7,15
"LK Deggendorf";341;1;15;0;119326;285,77;2;1,68
"LK Dillingen a.d.Donau";280;1;29;0;96021;291,6;7;7,29
"LK Dingolfing-Landau";695;3;10;0;96217;722,33;223;231,77
"LK Donau-Ries";374;2;23;0;133496;280,16;2;1,5
"LK Ebersberg";537;0;5;0;142142;377,79;2;1,41
"LK Eichstätt";315;0;20;0;132341;238,02;1;0,76
"LK Erding";715;0;11;0;137660;519,4;13;9,44
"LK Erlangen-Höchstadt";292;7;11;0;136271;214,28;20;14,68
"LK Forchheim";220;6;4;0;116099;189,49;10;8,61
"LK Freising";1022;1;46;0;179116;570,58;11;6,14
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";976;2;36;0;219320;445,01;8;3,65
"LK Fürth";511;0;58;0;117387;435,31;0;0
"LK Garmisch-Partenkirchen";303;0;18;0;88467;342,5;1;1,13
"LK Günzburg";255;0;4;0;125747;202,79;2;1,59
"LK Haßberge";178;1;6;0;84599;210,4;1;1,18
"LK Hof";478;0;32;0;95311;501,52;3;3,15
"LK Kelheim";500;1;35;0;122258;408,97;12;9,82
"LK Kitzingen";198;0;3;0;90909;217,8;1;1,1
"LK Kronach";174;0;3;0;67135;259,18;0;0
"LK Kulmbach";249;0;11;0;71845;346,58;1;1,39
"LK Landsberg a.Lech";378;0;10;0;120071;314,81;1;0,83
"LK Landshut";718;0;31;0;158698;452,43;9;5,67
"LK Lichtenfels";319;1;17;0;66838;477,27;3;4,49
"LK Lindau";253;0;8;0;81669;309,79;0;0
"LK Main-Spessart";162;0;6;0;126365;128,2;1;0,79
"LK Miesbach";610;1;11;0;99726;611,68;8;8,02
"LK Miltenberg";335;2;5;0;128756;260,18;11;8,54
"LK Mühldorf a.Inn";517;2;27;0;115250;448,59;4;3,47
"LK München";1533;2;91;0;348871;439,42;8;2,29
"LK Neu-Ulm";478;0;26;0;174200;274,4;7;4,02
"LK Neuburg-Schrobenhausen";334;0;18;0;96680;345,47;0;0
"LK Neumarkt i.d.OPf.";407;2;17;0;133561;304,73;6;4,49
"LK Neustadt a.d.Aisch-Bad Windsheim";260;0;6;0;100364;259,06;3;2,99
"LK Neustadt a.d.Waldnaab";843;0;73;0;94352;893,46;1;1,06
"LK Nürnberger Land";667;2;44;0;170365;391,51;4;2,35
"LK Oberallgäu";210;0;7;0;155362;135,17;7;4,51
"LK Ostallgäu";537;0;39;0;140316;382,71;8;5,7
"LK Passau";639;0;29;0;192043;332,74;7;3,65
"LK Pfaffenhofen a.d.Ilm";392;0;21;0;127151;308,29;0;0
"LK Regen";200;0;12;0;77656;257,55;0;0
"LK Regensburg";510;0;15;0;193572;263,47;11;5,68
"LK Rhön-Grabfeld";202;0;8;0;79690;253,48;3;3,76
"LK Rosenheim";2326;0;199;0;260983;891,25;2;0,77
"LK Roth";294;1;7;0;126958;231,57;1;0,79
"LK Rottal-Inn";743;1;48;0;120659;615,78;3;2,49
"LK Schwandorf";518;3;20;0;147189;351,93;7;4,76
"LK Schweinfurt";542;0;25;0;115106;470,87;6;5,21
"LK Starnberg";613;1;13;0;136092;450,43;5;3,67
"LK Straubing-Bogen";566;0;29;0;100649;562,35;2;1,99
"LK Tirschenreuth";1140;0;138;0;72504;1572,33;0;0
"LK Traunstein";1318;0;88;0;177089;744,26;2;1,13
"LK Unterallgäu";287;0;14;0;144041;199,25;0;0
"LK Weilheim-Schongau";370;0;3;0;135348;273,37;2;1,48
"LK Weißenburg-Gunzenhausen";342;0;25;0;94393;362,32;2;2,12
"LK Wunsiedel i.Fichtelgebirge";672;0;41;0;73178;918,31;0;0
"LK Würzburg";438;1;7;0;161834;270,65;8;4,94
"SK Amberg";95;0;4;0;41970;226,35;0;0
"SK Ansbach";155;0;8;0;41847;370,4;0;0
"SK Aschaffenburg";133;0;1;0;70527;188,58;1;1,42
"SK Augsburg";576;-1;16;0;295135;195,16;7;2,37
"SK Bamberg";208;0;22;0;77592;268,07;1;1,29
"SK Bayreuth";211;0;11;0;74657;282,63;0;0
"SK Coburg";123;0;3;0;41249;298,19;2;4,85
"SK Erlangen";279;2;11;0;111962;249,19;12;10,72
"SK Fürth";443;0;38;0;127748;346,78;2;1,57
"SK Hof";143;0;4;0;45930;311,34;0;0
"SK Ingolstadt";562;10;38;0;136981;410,28;36;26,28
"SK Kaufbeuren";113;0;5;0;43893;257,44;0;0
"SK Kempten";120;2;10;0;68907;174,15;10;14,51
"SK Landshut";291;1;9;0;72404;401,91;1;1,38
"SK Memmingen";59;0;0;0;43837;134,59;2;4,56
"SK München";7355;14;223;0;1471508;499,83;94;6,39
"SK Nürnberg";1222;3;51;0;518365;235,74;25;4,82
"SK Passau";147;0;18;0;52469;280,17;1;1,91
"SK Regensburg";732;0;10;0;152610;479,65;0;0
"SK Rosenheim";547;0;23;0;63324;863,81;8;12,63
"SK Schwabach";92;0;2;0;40792;225,53;3;7,35
"SK Schweinfurt";194;1;17;0;54032;359,05;2;3,7
"SK Straubing";446;0;48;0;47794;933,17;0;0
"SK Weiden i.d.OPf.";339;0;20;0;42520;797,27;0;0
"SK Würzburg";499;0;52;0;127880;390,21;3;2,35
