"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3490;6;82;1;134655;2591,81;31;23,02
"LK Altötting";3911;27;160;0;111516;3507,12;106;95,05
"LK Amberg-Sulzbach";3043;49;110;0;103049;2952,96;168;163,03
"LK Ansbach";4912;35;132;2;184591;2661,02;136;73,68
"LK Aschaffenburg";5726;14;184;0;174200;3287,03;63;36,17
"LK Augsburg";7619;18;170;2;253468;3005,9;90;35,51
"LK Bad Kissingen";2275;12;81;0;103235;2203,71;40;38,75
"LK Bad Tölz-Wolfratshausen";3524;7;57;0;127917;2754,91;57;44,56
"LK Bamberg";3734;12;111;-1;147163;2537,32;69;46,89
"LK Bayreuth";3376;16;127;0;103664;3256,68;110;106,11
"LK Berchtesgadener Land";4313;18;94;1;105929;4071,6;82;77,41
"LK Cham";3873;28;116;0;127998;3025,83;190;148,44
"LK Coburg";3293;8;139;0;86747;3796,1;32;36,89
"LK Dachau";5751;3;126;0;154899;3712,74;68;43,9
"LK Deggendorf";4333;15;120;0;119478;3626,61;76;63,61
"LK Dillingen a.d.Donau";2535;4;96;0;96562;2625,26;29;30,03
"LK Dingolfing-Landau";3287;23;72;0;96683;3399,77;76;78,61
"LK Donau-Ries";3607;1;139;2;133783;2696,16;17;12,71
"LK Ebersberg";4739;5;162;0;143649;3299,01;70;48,73
"LK Eichstätt";3367;9;70;0;132881;2533,85;44;33,11
"LK Erding";5025;20;90;1;138182;3636,51;63;45,59
"LK Erlangen-Höchstadt";3605;14;114;2;137262;2626,36;69;50,27
"LK Forchheim";3324;-3;95;0;116203;2860,51;84;72,29
"LK Freising";5667;22;108;-1;180007;3148,21;95;52,78
"LK Freyung-Grafenau";3480;17;101;3;78362;4440,93;65;82,95
"LK Fürstenfeldbruck";6998;20;120;0;219311;3190,9;104;47,42
"LK Fürth";3748;12;175;0;117853;3180,23;90;76,37
"LK Garmisch-Partenkirchen";2518;5;78;0;88424;2847,64;47;53,15
"LK Günzburg";4343;16;94;1;127027;3418,96;43;33,85
"LK Haßberge";2420;2;68;0;84384;2867,84;20;23,7
"LK Hof";3880;23;112;3;94801;4092,78;141;148,73
"LK Kelheim";3197;10;82;0;123058;2597,96;52;42,26
"LK Kitzingen";2194;9;77;0;91155;2406,89;50;54,85
"LK Kronach";2223;13;58;1;66743;3330,69;56;83,9
"LK Kulmbach";2316;31;92;0;71566;3236,17;138;192,83
"LK Landsberg a.Lech";2965;12;48;0;120302;2464,63;41;34,08
"LK Landshut";5061;11;148;1;159895;3165,2;61;38,15
"LK Lichtenfels";2196;22;56;0;66776;3288,61;65;97,34
"LK Lindau";2326;12;57;0;81981;2837,24;60;73,19
"LK Main-Spessart";3172;4;185;1;126158;2514,31;28;22,19
"LK Miesbach";3154;17;57;0;100010;3153,68;52;51,99
"LK Miltenberg";4214;12;109;0;128743;3273,19;71;55,15
"LK Mühldorf a.Inn";4579;19;122;0;115872;3951,77;106;91,48
"LK München";11207;30;248;0;350473;3197,68;151;43,08
"LK Neu-Ulm";4851;15;103;0;175204;2768,77;82;46,8
"LK Neuburg-Schrobenhausen";2701;5;63;0;97303;2775,87;20;20,55
"LK Neumarkt i.d.OPf.";4091;14;108;0;134573;3039,99;67;49,79
"LK Neustadt a.d.Aisch-Bad Windsheim";2711;12;71;0;101014;2683,79;112;110,88
"LK Neustadt a.d.Waldnaab";3999;26;143;0;94450;4233,99;184;194,81
"LK Nürnberger Land";4849;11;153;0;170792;2839,13;82;48,01
"LK Oberallgäu";3730;23;56;0;156008;2390,9;80;51,28
"LK Ostallgäu";3887;14;103;0;141182;2753,18;65;46,04
"LK Passau";9944;26;315;7;192656;5161,53;184;95,51
"LK Pfaffenhofen a.d.Ilm";3780;4;146;0;128227;2947,9;43;33,53
"LK Regen";4218;11;151;0;77410;5448,91;80;103,35
"LK Regensburg";4990;10;140;0;194070;2571,24;94;48,44
"LK Rhön-Grabfeld";2121;9;66;1;79635;2663,4;40;50,23
"LK Rosenheim";10610;52;421;2;261330;4060;222;84,95
"LK Roth";3960;10;154;0;126749;3124,29;59;46,55
"LK Rottal-Inn";5219;32;150;2;121502;4295,4;77;63,37
"LK Schwandorf";4895;55;113;1;147872;3310,3;207;139,99
"LK Schweinfurt";3332;2;111;0;115445;2886,22;36;31,18
"LK Starnberg";3732;8;94;1;136667;2730,73;40;29,27
"LK Straubing-Bogen";3431;12;118;0;101120;3393;60;59,34
"LK Tirschenreuth";4275;46;213;1;72046;5933,71;194;269,27
"LK Traunstein";7448;18;191;0;177319;4200,34;112;63,16
"LK Unterallgäu";4066;1;115;1;145341;2797,56;52;35,78
"LK Weilheim-Schongau";3231;9;52;1;135478;2384,89;48;35,43
"LK Weißenburg-Gunzenhausen";2615;2;101;0;94734;2760,36;19;20,06
"LK Wunsiedel i.Fichtelgebirge";3626;39;159;2;72655;4990,71;215;295,92
"LK Würzburg";3009;13;56;1;162302;1853,95;49;30,19
"SK Amberg";937;8;12;0;42207;2220,01;44;104,25
"SK Ansbach";1254;2;38;0;41798;3000,14;14;33,49
"SK Aschaffenburg";2199;10;92;0;71002;3097,1;45;63,38
"SK Augsburg";12038;33;329;1;296582;4058,91;161;54,29
"SK Bamberg";2126;7;93;0;77373;2747,73;39;50,41
"SK Bayreuth";2285;11;89;0;74783;3055,51;69;92,27
"SK Coburg";1614;3;86;0;41072;3929,68;34;82,78
"SK Erlangen";2803;4;82;0;112528;2490,94;47;41,77
"SK Fürth";4852;8;178;0;128497;3775,96;95;73,93
"SK Hof";2231;17;68;0;45825;4868,52;82;178,94
"SK Ingolstadt";4083;13;91;0;137392;2971,79;39;28,39
"SK Kaufbeuren";1462;1;47;0;44398;3292,94;3;6,76
"SK Kempten";1570;5;33;0;69151;2270,39;25;36,15
"SK Landshut";2700;8;93;0;73411;3677,92;46;62,66
"SK Memmingen";1219;4;17;0;44100;2764,17;11;24,94
"SK München";53656;87;1075;3;1484226;3615,08;489;32,95
"SK Nürnberg";23524;85;772;0;518370;4538,07;494;95,3
"SK Passau";2694;2;106;0;52803;5101,98;38;71,97
"SK Regensburg";4254;13;61;0;153094;2778,68;73;47,68
"SK Rosenheim";2864;7;53;0;63551;4506,62;42;66,09
"SK Schwabach";1568;2;100;0;40981;3826,16;31;75,64
"SK Schweinfurt";1511;2;59;1;53426;2828,21;9;16,85
"SK Straubing";1521;2;76;1;47791;3182,61;18;37,66
"SK Weiden i.d.OPf.";2082;14;68;0;42743;4870,97;99;231,62
"SK Würzburg";2977;10;97;0;127934;2326,98;55;42,99
