"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3165;10;68;3;134655;2350,45;89;66,09
"LK Altötting";3317;27;131;0;111516;2974,46;182;163,21
"LK Amberg-Sulzbach";2566;0;103;3;103049;2490,08;63;61,14
"LK Ansbach";4032;17;92;1;184591;2184,29;234;126,77
"LK Aschaffenburg";4864;17;144;0;174200;2792,19;284;163,03
"LK Augsburg";7074;48;117;4;253468;2790,88;246;97,05
"LK Bad Kissingen";1894;5;70;1;103235;1834,65;105;101,71
"LK Bad Tölz-Wolfratshausen";2985;-1;37;0;127917;2333,54;142;111,01
"LK Bamberg";3095;11;89;1;147163;2103,11;162;110,08
"LK Bayreuth";2592;8;73;3;103664;2500,39;228;219,94
"LK Berchtesgadener Land";3507;8;76;2;105929;3310,71;237;223,73
"LK Cham";3073;7;85;4;127998;2400,82;176;137,5
"LK Coburg";2909;9;120;8;86747;3353,43;146;168,31
"LK Dachau";5209;7;86;3;154899;3362,84;258;166,56
"LK Deggendorf";3600;7;92;7;119478;3013,11;188;157,35
"LK Dillingen a.d.Donau";2252;1;91;0;96562;2332,18;108;111,85
"LK Dingolfing-Landau";2931;12;68;1;96683;3031,56;87;89,98
"LK Donau-Ries";3323;8;103;2;133783;2483,87;187;139,78
"LK Ebersberg";4234;4;104;14;143649;2947,46;273;190,05
"LK Eichstätt";3005;14;54;1;132881;2261,42;163;122,67
"LK Erding";4610;47;62;2;138182;3336,18;185;133,88
"LK Erlangen-Höchstadt";3167;12;91;1;137262;2307,27;187;136,24
"LK Forchheim";2784;2;77;2;116203;2395,81;180;154,9
"LK Freising";4984;3;82;2;180007;2768,78;309;171,66
"LK Freyung-Grafenau";3002;0;78;0;78362;3830,94;118;150,58
"LK Fürstenfeldbruck";6324;10;99;1;219311;2883,58;199;90,74
"LK Fürth";3295;5;137;4;117853;2795,86;165;140
"LK Garmisch-Partenkirchen";2145;0;55;0;88424;2425,81;113;127,79
"LK Günzburg";4018;4;80;3;127027;3163,11;140;110,21
"LK Haßberge";2177;4;56;2;84384;2579,87;112;132,73
"LK Hof";2797;4;92;1;94801;2950,39;154;162,45
"LK Kelheim";2833;12;64;1;123058;2302,17;151;122,71
"LK Kitzingen";1701;7;49;4;91155;1866,05;136;149,2
"LK Kronach";1904;2;44;3;66743;2852,73;160;239,73
"LK Kulmbach";1811;4;69;3;71566;2530,53;150;209,6
"LK Landsberg a.Lech";2615;13;35;0;120302;2173,7;84;69,82
"LK Landshut";4529;3;129;2;159895;2832,48;198;123,83
"LK Lichtenfels";1849;6;45;1;66776;2768,96;153;229,12
"LK Lindau";2022;1;40;0;81981;2466,43;88;107,34
"LK Main-Spessart";2835;8;178;4;126158;2247,18;88;69,75
"LK Miesbach";2845;2;37;2;100010;2844,72;134;133,99
"LK Miltenberg";3346;5;73;1;128743;2598,98;185;143,7
"LK Mühldorf a.Inn";3793;0;90;0;115872;3273,44;152;131,18
"LK München";10457;558;158;4;350473;2983,68;635;181,18
"LK Neu-Ulm";4254;0;81;1;175204;2428,03;167;95,32
"LK Neuburg-Schrobenhausen";2472;7;57;0;97303;2540,52;97;99,69
"LK Neumarkt i.d.OPf.";3545;1;92;6;134573;2634,26;136;101,06
"LK Neustadt a.d.Aisch-Bad Windsheim";2155;6;45;0;101014;2133,37;114;112,86
"LK Neustadt a.d.Waldnaab";3166;6;115;1;94450;3352,04;118;124,93
"LK Nürnberger Land";4223;21;130;2;170792;2472,6;129;75,53
"LK Oberallgäu";3237;25;46;0;156008;2074,89;181;116,02
"LK Ostallgäu";3548;0;89;3;141182;2513,07;131;92,79
"LK Passau";8285;14;196;6;192656;4300,41;421;218,52
"LK Pfaffenhofen a.d.Ilm";3485;5;131;1;128227;2717,84;141;109,96
"LK Regen";3543;0;112;2;77410;4576,93;199;257,07
"LK Regensburg";4340;6;63;0;194070;2236,31;138;71,11
