"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11739;10870;1;525;23135
"'10-19";21397;21028;4;657;43086
"20-29";36805;34375;4;1257;72441
"30-39";31114;29516;8;1150;61788
"40-49";29025;31868;4;1068;61965
"50-59";34986;36041;6;831;71864
"60-69";18455;17231;3;385;36074
"70-79";12532;13542;6;260;26340
"80-89";9926;18011;18;311;28266
"90-99";1915;6638;5;100;8658
"100+";29;137;0;5;171
"Unbekannt";24;27;0;26;77
"Gesamt";207947;219284;59;6575;433865
