"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22492;20848;1;720;44061
"'10-19";35890;34476;5;893;71264
"20-29";56588;51550;4;1464;109606
"30-39";48871;45737;5;1359;95972
"40-49";45567;47856;4;1236;94663
"50-59";53084;51798;6;970;105858
"60-69";26904;25105;2;426;52437
"70-79";16482;17688;2;259;34431
"80-89";11702;20812;12;290;32816
"90-99";2151;7353;2;85;9591
"100+";22;151;0;4;177
"Unbekannt";22;21;0;6;49
"Gesamt";319775;323395;43;7712;650925
