"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3997;17;89;0;134655;2968,33;145;107,68
"LK Altötting";4652;17;194;0;111516;4171,6;169;151,55
"LK Amberg-Sulzbach";4098;15;137;0;103049;3976,75;168;163,03
"LK Ansbach";6216;39;156;0;184591;3367,44;312;169,02
"LK Aschaffenburg";6587;27;191;0;174200;3781,29;203;116,53
"LK Augsburg";8779;27;180;0;253468;3463,55;290;114,41
"LK Bad Kissingen";2742;9;88;0;103235;2656,08;101;97,84
"LK Bad Tölz-Wolfratshausen";3932;4;63;0;127917;3073,87;89;69,58
"LK Bamberg";4207;1;127;1;147163;2858,73;103;69,99
"LK Bayreuth";4137;7;143;0;103664;3990,78;162;156,27
"LK Berchtesgadener Land";4947;10;98;0;105929;4670,11;95;89,68
"LK Cham";5540;35;142;0;127998;4328,19;365;285,16
"LK Coburg";3598;11;143;1;86747;4147,69;82;94,53
"LK Dachau";6750;9;131;0;154899;4357,68;239;154,29
"LK Deggendorf";5258;1;132;0;119478;4400,81;231;193,34
"LK Dillingen a.d.Donau";2812;2;102;0;96562;2912,12;74;76,63
"LK Dingolfing-Landau";4011;0;78;0;96683;4148,61;180;186,18
"LK Donau-Ries";4353;7;143;0;133783;3253,78;185;138,28
"LK Ebersberg";5275;15;170;0;143649;3672,15;122;84,93
"LK Eichstätt";3980;11;72;0;132881;2995,16;201;151,26
"LK Erding";5717;2;104;0;138182;4137,3;185;133,88
"LK Erlangen-Höchstadt";4330;15;116;0;137262;3154,55;136;99,08
"LK Forchheim";3971;4;102;0;116203;3417,3;114;98,1
"LK Freising";6577;0;117;0;180007;3653,75;202;112,22
"LK Freyung-Grafenau";4071;12;111;0;78362;5195,12;103;131,44
"LK Fürstenfeldbruck";7928;-1;127;0;219311;3614,96;186;84,81
"LK Fürth";4328;4;186;0;117853;3672,37;111;94,19
"LK Garmisch-Partenkirchen";2943;7;82;1;88424;3328,28;115;130,06
"LK Günzburg";4862;4;96;0;127027;3827,53;109;85,81
"LK Haßberge";2902;23;73;0;84384;3439,04;167;197,9
"LK Hof";4940;27;118;0;94801;5210,92;303;319,62
"LK Kelheim";4281;27;87;0;123058;3478,85;259;210,47
"LK Kitzingen";2537;4;80;0;91155;2783,17;147;161,26
"LK Kronach";3030;17;83;0;66743;4539,8;220;329,62
"LK Kulmbach";3376;5;99;0;71566;4717,32;194;271,08
"LK Landsberg a.Lech";3369;18;62;0;120302;2800,45;128;106,4
"LK Landshut";6022;-2;155;0;159895;3766,22;235;146,97
"LK Lichtenfels";2656;9;67;0;66776;3977,48;120;179,71
"LK Lindau";2814;32;60;1;81981;3432,5;144;175,65
"LK Main-Spessart";3835;6;189;0;126158;3039,84;110;87,19
"LK Miesbach";3545;9;61;0;100010;3544,65;95;94,99
"LK Miltenberg";4748;32;116;0;128743;3687,97;124;96,32
"LK Mühldorf a.Inn";5323;4;134;0;115872;4593,86;157;135,49
"LK München";12662;36;275;0;350473;3612,83;330;94,16
"LK Neu-Ulm";5405;20;105;0;175204;3084,98;150;85,61
"LK Neuburg-Schrobenhausen";3236;29;65;0;97303;3325,69;147;151,07
"LK Neumarkt i.d.OPf.";4910;7;113;0;134573;3648,58;178;132,27
"LK Neustadt a.d.Aisch-Bad Windsheim";3205;12;89;0;101014;3172,83;102;100,98
"LK Neustadt a.d.Waldnaab";4687;10;153;0;94450;4962,41;126;133,4
"LK Nürnberger Land";5798;18;160;0;170792;3394,77;223;130,57
"LK Oberallgäu";4625;37;59;0;156008;2964,59;272;174,35
"LK Ostallgäu";5264;10;111;0;141182;3728,52;366;259,24
"LK Passau";11220;5;347;1;192656;5823,85;248;128,73
"LK Pfaffenhofen a.d.Ilm";4494;17;149;0;128227;3504,72;181;141,16
"LK Regen";4771;13;153;0;77410;6163,29;127;164,06
"LK Regensburg";6168;21;171;0;194070;3178,23;290;149,43
