"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15803;14606;1;653;31063
"'10-19";26579;25911;5;782;53277
"20-29";44606;41381;5;1397;87389
"30-39";38389;35972;8;1283;75652
"40-49";35747;38385;5;1189;75326
"50-59";42581;42801;7;949;86338
"60-69";22176;20679;3;419;43277
"70-79";14398;15375;6;278;30057
"80-89";10779;19324;18;319;30440
"90-99";2024;6927;5;105;9061
"100+";34;147;0;5;186
"Unbekannt";40;33;0;29;102
"Gesamt";253156;261541;63;7408;522168
