"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4145;12;89;0;134655;3078,24;145;107,68
"LK Altötting";4925;48;195;0;111516;4416,41;272;243,91
"LK Amberg-Sulzbach";4233;8;145;0;103049;4107,75;136;131,98
"LK Ansbach";6503;9;158;0;184591;3522,92;270;146,27
"LK Aschaffenburg";6836;15;194;0;174200;3924,23;245;140,64
"LK Augsburg";9134;45;185;0;253468;3603,61;354;139,66
"LK Bad Kissingen";2833;4;91;0;103235;2744,22;89;86,21
"LK Bad Tölz-Wolfratshausen";4084;13;64;0;127917;3192,7;146;114,14
"LK Bamberg";4390;52;127;0;147163;2983,09;180;122,31
"LK Bayreuth";4300;14;149;1;103664;4148,02;163;157,24
"LK Berchtesgadener Land";5115;25;99;0;105929;4828,71;164;154,82
"LK Cham";5913;48;150;1;127998;4619,6;372;290,63
"LK Coburg";3719;13;143;0;86747;4287,18;121;139,49
"LK Dachau";6934;26;132;0;154899;4476,47;183;118,14
"LK Deggendorf";5563;18;133;0;119478;4656,09;305;255,28
"LK Dillingen a.d.Donau";2917;7;102;0;96562;3020,86;105;108,74
"LK Dingolfing-Landau";4309;35;80;0;96683;4456,83;283;292,71
"LK Donau-Ries";4579;49;146;1;133783;3422,71;227;169,68
"LK Ebersberg";5398;13;172;0;143649;3757,77;123;85,63
"LK Eichstätt";4187;11;72;0;132881;3150,94;206;155,03
"LK Erding";5857;0;105;0;138182;4238,61;141;102,04
"LK Erlangen-Höchstadt";4481;3;118;0;137262;3264,56;137;99,81
"LK Forchheim";4095;0;103;0;116203;3524,01;130;111,87
"LK Freising";6939;33;119;0;180007;3854,85;325;180,55
"LK Freyung-Grafenau";4190;5;113;0;78362;5346,98;114;145,48
"LK Fürstenfeldbruck";8202;0;129;0;219311;3739,89;244;111,26
"LK Fürth";4483;8;188;0;117853;3803,89;153;129,82
"LK Garmisch-Partenkirchen";3075;12;83;0;88424;3477,56;129;145,89
"LK Günzburg";5033;8;96;0;127027;3962,15;169;133,04
"LK Haßberge";3101;0;76;0;84384;3674,87;197;233,46
"LK Hof";5365;43;124;0;94801;5659,22;428;451,47
"LK Kelheim";4558;46;89;0;123058;3703,94;264;214,53
"LK Kitzingen";2666;8;80;0;91155;2924,69;130;142,61
"LK Kronach";3236;19;84;0;66743;4848,45;205;307,15
"LK Kulmbach";3540;10;103;0;71566;4946,48;165;230,56
"LK Landsberg a.Lech";3497;43;63;1;120302;2906,85;128;106,4
"LK Landshut";6255;51;156;0;159895;3911,94;240;150,1
"LK Lichtenfels";2779;4;69;0;66776;4161,67;123;184,2
"LK Lindau";2903;4;60;0;81981;3541,06;86;104,9
"LK Main-Spessart";3957;21;190;0;126158;3136,54;120;95,12
"LK Miesbach";3667;16;65;1;100010;3666,63;122;121,99
"LK Miltenberg";4828;2;118;1;128743;3750,11;78;60,59
"LK Mühldorf a.Inn";5621;6;137;1;115872;4851,04;300;258,91
"LK München";13027;71;280;1;350473;3716,98;371;105,86
"LK Neu-Ulm";5627;22;105;0;175204;3211,68;226;128,99
"LK Neuburg-Schrobenhausen";3418;11;65;0;97303;3512,74;153;157,24
"LK Neumarkt i.d.OPf.";5072;19;115;0;134573;3768,96;158;117,41
"LK Neustadt a.d.Aisch-Bad Windsheim";3345;24;93;1;101014;3311,42;133;131,66
"LK Neustadt a.d.Waldnaab";4810;4;156;0;94450;5092,64;122;129,17
"LK Nürnberger Land";6082;44;163;0;170792;3561,06;280;163,94
"LK Oberallgäu";4874;51;60;0;156008;3124,2;250;160,25
"LK Ostallgäu";5674;28;111;0;141182;4018,93;393;278,36
"LK Passau";11538;3;349;0;192656;5988,91;313;162,47
"LK Pfaffenhofen a.d.Ilm";4698;21;151;0;128227;3663,81;192;149,73
"LK Regen";4906;0;154;0;77410;6337,68;132;170,52
"LK Regensburg";6540;3;171;0;194070;3369,92;345;177,77
"LK Rhön-Grabfeld";2822;0;75;0;79635;3543,67;187;234,82
"LK Rosenheim";12167;19;436;0;261330;4655,8;290;110,97
"LK Roth";4884;24;164;0;126749;3853,28;157;123,87
"LK Rottal-Inn";5973;4;160;0;121502;4915,97;183;150,61
"LK Schwandorf";7263;25;138;0;147872;4911,68;274;185,3
"LK Schweinfurt";3869;39;117;1;115445;3351,38;133;115,21
"LK Starnberg";4394;6;108;0;136667;3215,11;115;84,15
"LK Straubing-Bogen";4390;20;128;1;101120;4341,38;216;213,61
"LK Tirschenreuth";5074;9;252;0;72046;7042,72;70;97,16
"LK Traunstein";9107;62;199;0;177319;5135,94;405;228,4
"LK Unterallgäu";5361;16;126;0;145341;3688,57;266;183,02
"LK Weilheim-Schongau";4041;23;60;0;135478;2982,77;181;133,6
"LK Weißenburg-Gunzenhausen";3198;12;106;0;94734;3375,77;175;184,73
