"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22236;20631;1;795;43663
"'10-19";35369;33965;6;955;70295
"20-29";55906;51009;4;1546;108465
"30-39";48427;45378;7;1426;95238
"40-49";45275;47549;4;1293;94121
"50-59";52818;51559;6;1039;105422
"60-69";26804;25006;2;445;52257
"70-79";16451;17646;2;270;34369
"80-89";11674;20773;12;300;32759
"90-99";2150;7345;2;89;9586
"100+";24;153;0;4;181
"Unbekannt";25;22;0;8;55
"Gesamt";317159;321036;46;8170;646411
