"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";480;6;20;0;133596;359,29;12;8,98
"LK Altötting";753;1;55;0;111210;677,1;6;5,4
"LK Amberg-Sulzbach";537;0;54;0;103109;520,81;12;11,64
"LK Ansbach";684;1;28;0;183949;371,84;18;9,79
"LK Aschaffenburg";676;1;42;0;174208;388,04;16;9,18
"LK Augsburg";699;10;11;0;251534;277,89;50;19,88
"LK Bad Kissingen";285;1;18;0;103218;276,11;1;0,97
"LK Bad Tölz-Wolfratshausen";632;2;10;0;127227;496,75;13;10,22
"LK Bamberg";489;5;37;0;147086;332,46;18;12,24
"LK Bayreuth";450;0;28;0;103656;434,13;4;3,86
"LK Berchtesgadener Land";432;4;25;0;105722;408,62;19;17,97
"LK Cham";503;3;21;0;127882;393,33;8;6,26
"LK Coburg";440;1;30;0;86906;506,29;6;6,9
"LK Dachau";1210;0;34;0;153884;786,31;32;20,79
"LK Deggendorf";452;6;15;0;119326;378,79;21;17,6
"LK Dillingen a.d.Donau";374;6;29;0;96021;389,5;11;11,46
"LK Dingolfing-Landau";913;6;10;0;96217;948,9;33;34,3
"LK Donau-Ries";465;9;23;0;133496;348,33;20;14,98
"LK Ebersberg";729;4;5;0;142142;512,87;34;23,92
"LK Eichstätt";414;0;20;0;132341;312,83;9;6,8
"LK Erding";845;8;11;0;137660;613,83;29;21,07
"LK Erlangen-Höchstadt";369;1;11;0;136271;270,78;17;12,48
"LK Forchheim";289;2;4;0;116099;248,93;6;5,17
"LK Freising";1288;23;46;0;179116;719,09;49;27,36
"LK Freyung-Grafenau";238;12;12;0;78355;303,75;23;29,35
"LK Fürstenfeldbruck";1224;19;36;0;219320;558,09;55;25,08
"LK Fürth";577;3;58;0;117387;491,54;19;16,19
"LK Garmisch-Partenkirchen";412;1;20;0;88467;465,71;16;18,09
"LK Günzburg";374;7;4;0;125747;297,42;11;8,75
"LK Haßberge";202;2;6;0;84599;238,77;7;8,27
"LK Hof";533;0;32;0;95311;559,22;14;14,69
"LK Kelheim";656;1;35;0;122258;536,57;13;10,63
"LK Kitzingen";271;18;4;0;90909;298,1;12;13,2
"LK Kronach";185;1;3;0;67135;275,56;1;1,49
"LK Kulmbach";305;0;11;0;71845;424,53;15;20,88
"LK Landsberg a.Lech";472;1;10;0;120071;393,1;10;8,33
"LK Landshut";845;1;31;0;158698;532,46;13;8,19
"LK Lichtenfels";364;1;17;0;66838;544,6;15;22,44
"LK Lindau";309;4;8;0;81669;378,36;22;26,94
"LK Main-Spessart";222;2;6;0;126365;175,68;14;11,08
"LK Miesbach";726;2;11;0;99726;727,99;17;17,05
"LK Miltenberg";416;3;5;0;128756;323,09;19;14,76
"LK Mühldorf a.Inn";638;1;27;0;115250;553,58;11;9,54
"LK München";1968;0;96;0;348871;564,11;92;26,37
"LK Neu-Ulm";752;3;26;0;174200;431,69;68;39,04
"LK Neuburg-Schrobenhausen";420;1;18;0;96680;434,42;10;10,34
"LK Neumarkt i.d.OPf.";546;6;17;0;133561;408,8;24;17,97
"LK Neustadt a.d.Aisch-Bad Windsheim";285;0;6;0;100364;283,97;7;6,97
"LK Neustadt a.d.Waldnaab";875;0;73;0;94352;927,38;3;3,18
"LK Nürnberger Land";764;5;44;0;170365;448,45;14;8,22
"LK Oberallgäu";265;-2;7;0;155362;170,57;13;8,37
"LK Ostallgäu";672;0;39;0;140316;478,92;25;17,82
"LK Passau";798;1;31;0;192043;415,53;48;24,99
"LK Pfaffenhofen a.d.Ilm";483;2;21;0;127151;379,86;11;8,65
"LK Regen";236;0;12;0;77656;303,9;5;6,44
"LK Regensburg";683;4;16;0;193572;352,84;27;13,95
"LK Rhön-Grabfeld";243;0;8;0;79690;304,93;23;28,86
"LK Rosenheim";2538;10;199;0;260983;972,48;30;11,5
"LK Roth";357;0;7;0;126958;281,2;13;10,24
"LK Rottal-Inn";855;9;50;0;120659;708,61;25;20,72
"LK Schwandorf";585;0;20;0;147189;397,45;7;4,76
"LK Schweinfurt";639;5;25;0;115106;555,14;29;25,19
"LK Starnberg";763;5;13;0;136092;560,65;31;22,78
"LK Straubing-Bogen";616;0;29;0;100649;612,03;15;14,9
"LK Tirschenreuth";1187;-1;139;0;72504;1637,15;11;15,17
"LK Traunstein";1433;3;88;0;177089;809,2;14;7,91
"LK Unterallgäu";437;5;16;1;144041;303,39;43;29,85
"LK Weilheim-Schongau";460;3;3;0;135348;339,86;27;19,95
"LK Weißenburg-Gunzenhausen";448;3;25;0;94393;474,61;9;9,53
"LK Wunsiedel i.Fichtelgebirge";734;1;41;0;73178;1003,03;22;30,06
"LK Würzburg";624;0;7;0;161834;385,58;62;38,31
"SK Amberg";114;1;4;0;41970;271,62;7;16,68
"SK Ansbach";185;0;8;0;41847;442,09;7;16,73
"SK Aschaffenburg";169;2;1;0;70527;239,62;5;7,09
"SK Augsburg";981;3;16;0;295135;332,39;65;22,02
"SK Bamberg";244;4;22;0;77592;314,47;7;9,02
"SK Bayreuth";252;3;11;0;74657;337,54;16;21,43
"SK Coburg";144;0;4;0;41249;349,1;6;14,55
"SK Erlangen";375;2;11;0;111962;334,94;24;21,44
"SK Fürth";562;7;38;0;127748;439,93;32;25,05
"SK Hof";183;0;5;0;45930;398,43;10;21,77
"SK Ingolstadt";769;1;38;0;136981;561,39;24;17,52
"SK Kaufbeuren";188;2;7;1;43893;428,31;15;34,17
"SK Kempten";179;5;10;0;68907;259,77;4;5,8
"SK Landshut";431;6;9;0;72404;595,27;20;27,62
"SK Memmingen";131;2;0;0;43837;298,83;4;9,12
"SK München";10826;97;223;0;1471508;735,71;823;55,93
"SK Nürnberg";1952;55;53;0;518365;376,57;136;26,24
"SK Passau";216;0;18;0;52469;411,67;10;19,06
"SK Regensburg";894;1;10;0;152610;585,81;48;31,45
"SK Rosenheim";704;7;23;0;63324;1111,74;17;26,85
"SK Schwabach";112;0;2;0;40792;274,56;1;2,45
"SK Schweinfurt";227;4;17;0;54032;420,12;9;16,66
"SK Straubing";491;0;48;0;47794;1027,33;7;14,65
"SK Weiden i.d.OPf.";386;2;20;0;42520;907,81;2;4,7
"SK Würzburg";758;2;52;0;127880;592,74;78;60,99
