"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1541;1420;38;2999
"'10-19";3215;3094;49;6358
"20-29";6906;6336;86;13328
"30-39";5238;4982;59;10279
"40-49";4815;5574;47;10436
"50-59";5749;6042;28;11819
"60-69";3089;2715;13;5817
"70-79";2361;2262;5;4628
"80-89";1642;2647;4;4293
"90-99";264;867;0;1131
"100+";2;16;0;18
"Unbekannt";11;15;3;29
"Gesamt";34833;35970;332;71135
