"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";7938;7357;0;362;15657
"'10-19";15268;14652;0;451;30371
"20-29";25539;23258;2;824;49623
"30-39";20885;19636;2;788;41311
"40-49";19538;21175;3;691;41407
"50-59";23246;23492;3;526;47267
"60-69";11848;10980;3;225;23056
"70-79";8090;8513;0;127;16730
"80-89";5909;10664;1;102;16676
"90-99";1150;3811;0;32;4993
"100+";24;91;0;4;119
"Unbekannt";107;101;0;38;246
"Gesamt";139542;143730;14;4170;287456
