"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14805;13660;1;623;29089
"'10-19";24989;24453;5;739;50186
"20-29";42355;39324;4;1366;83049
"30-39";36290;34165;8;1258;71721
"40-49";33783;36457;5;1145;71390
"50-59";40278;40776;6;911;81971
"60-69";21099;19665;3;403;41170
"70-79";13869;14842;6;273;28990
"80-89";10564;18980;18;309;29871
"90-99";1998;6846;5;101;8950
"100+";33;144;0;4;181
"Unbekannt";38;31;0;28;97
"Gesamt";240101;249343;61;7160;496665
