"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1010;952;27;1989
"'10-19";2086;2077;16;4179
"20-29";4902;4599;40;9541
"30-39";3944;3826;41;7811
"40-49";3804;4520;28;8352
"50-59";4748;5231;18;9997
"60-69";2705;2336;4;5045
"70-79";2157;2049;2;4208
"80-89";1567;2518;1;4086
"90-99";254;823;0;1077
"100+";1;14;0;15
"Unbekannt";7;6;19;32
"Gesamt";27185;28951;196;56332
