"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11160;10358;1;512;22031
"'10-19";20564;20269;4;637;41474
"20-29";35468;33183;5;1216;69872
"30-39";29872;28445;9;1128;59454
"40-49";27898;30721;4;1041;59664
"50-59";33585;34799;6;801;69191
"60-69";17741;16595;3;375;34714
"70-79";12111;13101;6;250;25468
"80-89";9650;17620;18;308;27596
"90-99";1872;6543;5;108;8528
"100+";48;154;0;6;208
"Unbekannt";119;126;0;47;292
"Gesamt";200088;211914;61;6429;418492
