"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";5894;5484;0;250;11628
"'10-19";11721;11092;0;315;23128
"20-29";20344;18375;1;574;39294
"30-39";16408;14991;1;542;31942
"40-49";15193;16133;3;491;31820
"50-59";17951;17682;2;335;35970
"60-69";9099;8298;3;154;17554
"70-79";6092;6187;0;79;12358
"80-89";4157;7189;0;51;11397
"90-99";750;2461;0;16;3227
"100+";15;65;0;2;82
"Unbekannt";72;61;0;132;265
"Gesamt";107696;108018;10;2941;218665
