"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5009;14;92;0;134655;3719,88;109;80,95
"LK Altötting";5828;16;207;0;111516;5226,16;135;121,06
"LK Amberg-Sulzbach";4687;6;156;0;103049;4548,32;74;71,81
"LK Ansbach";8007;19;172;0;184591;4337,7;160;86,68
"LK Aschaffenburg";7760;9;200;0;174200;4454,65;137;78,65
"LK Augsburg";10927;33;211;0;253468;4311;296;116,78
"LK Bad Kissingen";3467;19;98;0;103235;3358,36;103;99,77
"LK Bad Tölz-Wolfratshausen";4863;33;74;1;127917;3801,68;100;78,18
"LK Bamberg";5265;36;135;0;147163;3577,67;170;115,52
"LK Bayreuth";4834;21;157;1;103664;4663,14;65;62,7
"LK Berchtesgadener Land";5642;15;99;0;105929;5326,21;55;51,92
"LK Cham";6946;26;173;0;127998;5426,65;140;109,38
"LK Coburg";4557;37;156;1;86747;5253,21;235;270,9
"LK Dachau";8001;10;137;0;154899;5165,3;133;85,86
"LK Deggendorf";6631;25;147;0;119478;5549,98;159;133,08
"LK Dillingen a.d.Donau";3471;31;108;0;96562;3594,58;120;124,27
"LK Dingolfing-Landau";5483;17;87;0;96683;5671,11;185;191,35
"LK Donau-Ries";5598;-24;156;0;133783;4184,39;129;96,42
"LK Ebersberg";6152;42;175;0;143649;4282,66;157;109,29
"LK Eichstätt";4878;20;81;0;132881;3670,95;119;89,55
"LK Erding";6757;14;115;1;138182;4889,93;128;92,63
"LK Erlangen-Höchstadt";5172;8;125;0;137262;3767,98;77;56,1
"LK Forchheim";4602;17;111;0;116203;3960,31;83;71,43
"LK Freising";8034;20;126;1;180007;4463,16;131;72,77
"LK Freyung-Grafenau";4749;9;120;0;78362;6060,34;95;121,23
"LK Fürstenfeldbruck";9450;32;134;0;219311;4308,95;191;87,09
"LK Fürth";5081;13;202;0;117853;4311,3;106;89,94
"LK Garmisch-Partenkirchen";3454;10;87;0;88424;3906,18;68;76,9
"LK Günzburg";6294;21;104;0;127027;4954,85;191;150,36
"LK Haßberge";3903;9;86;0;84384;4625,28;86;101,92
"LK Hof";6202;14;151;1;94801;6542,13;89;93,88
"LK Kelheim";5661;17;105;0;123058;4600,27;197;160,09
"LK Kitzingen";3054;12;83;0;91155;3350,34;84;92,15
"LK Kronach";3982;31;89;0;66743;5966,17;114;170,8
"LK Kulmbach";4014;24;112;0;71566;5608,81;71;99,21
"LK Landsberg a.Lech";3949;5;66;0;120302;3282,57;61;50,71
"LK Landshut";7723;61;166;0;159895;4830,04;252;157,6
"LK Lichtenfels";3370;5;81;0;66776;5046,72;92;137,77
"LK Lindau";3248;16;62;0;81981;3961,89;51;62,21
"LK Main-Spessart";4523;8;208;0;126158;3585,19;76;60,24
"LK Miesbach";4279;25;77;0;100010;4278,57;154;153,98
"LK Miltenberg";5658;28;125;2;128743;4394,8;145;112,63
"LK Mühldorf a.Inn";6818;30;152;0;115872;5884,08;141;121,69
"LK München";14833;39;287;0;350473;4232,28;253;72,19
"LK Neu-Ulm";7040;44;112;0;175204;4018,17;310;176,94
"LK Neuburg-Schrobenhausen";3982;21;74;0;97303;4092,37;80;82,22
"LK Neumarkt i.d.OPf.";6152;10;120;0;134573;4571,5;167;124,1
"LK Neustadt a.d.Aisch-Bad Windsheim";4213;8;105;0;101014;4170,71;103;101,97
"LK Neustadt a.d.Waldnaab";5146;10;164;0;94450;5448,39;35;37,06
"LK Nürnberger Land";7021;18;174;0;170792;4110,85;179;104,81
"LK Oberallgäu";5836;49;79;1;156008;3740,83;224;143,58
"LK Ostallgäu";6861;43;123;0;141182;4859,68;168;119
"LK Passau";12679;39;361;0;192656;6581,16;186;96,55
"LK Pfaffenhofen a.d.Ilm";5470;11;157;0;128227;4265,87;111;86,57
"LK Regen";5414;24;160;0;77410;6993,93;94;121,43
"LK Regensburg";7799;21;178;0;194070;4018,65;209;107,69
"LK Rhön-Grabfeld";3379;19;86;0;79635;4243,11;96;120,55
"LK Rosenheim";13406;21;450;0;261330;5129,91;269;102,93
"LK Roth";5546;13;169;2;126749;4375,58;132;104,14
"LK Rottal-Inn";7193;50;170;2;121502;5920,07;213;175,31
"LK Schwandorf";8055;23;152;0;147872;5447,28;126;85,21
"LK Schweinfurt";4819;9;126;0;115445;4174,28;196;169,78
