"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1561;1439;39;3039
"'10-19";3269;3144;49;6462
"20-29";6987;6389;90;13466
"30-39";5312;5018;61;10391
"40-49";4867;5631;50;10548
"50-59";5802;6085;28;11915
"60-69";3110;2728;12;5850
"70-79";2382;2284;5;4671
"80-89";1651;2662;4;4317
"90-99";264;871;0;1135
"100+";2;16;0;18
"Unbekannt";12;15;4;31
"Gesamt";35219;36282;342;71843
