"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";18629;17253;1;730;36613
"'10-19";30666;29694;5;890;61255
"20-29";50011;45964;5;1498;97478
"30-39";43328;40499;8;1375;85210
"40-49";40368;42757;6;1273;84404
"50-59";47571;47022;7;1016;95616
"60-69";24453;22824;3;442;47722
"70-79";15467;16542;6;290;32305
"80-89";11228;19974;18;329;31549
"90-99";2082;7115;5;108;9310
"100+";27;148;0;5;180
"Unbekannt";24;22;0;24;70
"Gesamt";283854;289814;64;7980;581712
