"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3092;16;51;1;134655;2296,24;143;106,2
"LK Altötting";3163;32;122;0;111516;2836,36;157;140,79
"LK Amberg-Sulzbach";2521;18;94;0;103049;2446,41;102;98,98
"LK Ansbach";3801;61;86;1;184591;2059,15;224;121,35
"LK Aschaffenburg";4630;86;130;6;174200;2657,86;317;181,97
"LK Augsburg";6868;46;106;2;253468;2709,61;438;172,8
"LK Bad Kissingen";1798;8;61;1;103235;1741,66;117;113,33
"LK Bad Tölz-Wolfratshausen";2879;42;36;2;127917;2250,68;157;122,74
"LK Bamberg";2963;38;88;2;147163;2013,41;198;134,54
"LK Bayreuth";2406;47;58;0;103664;2320,96;251;242,13
"LK Berchtesgadener Land";3284;28;70;1;105929;3100,19;272;256,78
"LK Cham";2932;32;70;2;127998;2290,66;291;227,35
"LK Coburg";2805;42;107;6;86747;3233,54;232;267,44
"LK Dachau";5031;77;83;0;154899;3247,92;235;151,71
"LK Deggendorf";3440;24;79;2;119478;2879,19;326;272,85
"LK Dillingen a.d.Donau";2182;38;91;1;96562;2259,69;145;150,16
"LK Dingolfing-Landau";2853;16;64;1;96683;2950,88;170;175,83
"LK Donau-Ries";3162;26;81;2;133783;2363,53;287;214,53
"LK Ebersberg";4083;63;73;0;143649;2842,34;314;218,59
"LK Eichstätt";2876;35;52;0;132881;2164,34;184;138,47
"LK Erding";4429;23;54;7;138182;3205,19;147;106,38
"LK Erlangen-Höchstadt";2994;35;85;2;137262;2181,23;168;122,39
"LK Forchheim";2642;33;71;3;116203;2273,61;183;157,48
"LK Freising";4685;7;75;0;180007;2602,68;131;72,77
"LK Freyung-Grafenau";2901;1;77;2;78362;3702,05;133;169,73
"LK Fürstenfeldbruck";6149;24;96;2;219311;2803,78;255;116,27
"LK Fürth";3162;18;129;12;117853;2683;159;134,91
"LK Garmisch-Partenkirchen";2049;17;51;0;88424;2317,24;106;119,88
"LK Günzburg";3897;22;76;0;127027;3067,85;143;112,57
"LK Haßberge";2094;29;50;1;84384;2481,51;156;184,87
"LK Hof";2686;35;86;0;94801;2833,3;171;180,38
