"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";658;620;2;1280
"'10-19";1324;1504;2;2830
"20-29";3640;3617;13;7270
"30-39";3199;3177;8;6384
"40-49";3152;3850;3;7005
"50-59";4287;4834;2;9123
"60-69";2533;2186;0;4719
"70-79";2064;1977;1;4042
"80-89";1521;2448;0;3969
"90-99";246;809;1;1056
"100+";3;14;0;17
"Unbekannt";6;3;0;9
"Gesamt";22633;25039;32;47704
