"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";262;0;16;1;133596;196,11;32;23,95
"LK Altötting";521;7;22;1;111210;468,48;97;87,22
"LK Amberg-Sulzbach";375;0;20;0;103109;363,69;52;50,43
"LK Ansbach";422;14;6;0;183949;229,41;71;38,6
"LK Aschaffenburg";435;13;20;1;174208;249,7;65;37,31
"LK Augsburg";337;2;4;0;251534;133,98;19;7,55
"LK Bad Kissingen";207;1;8;1;103218;200,55;41;39,72
"LK Bad Tölz-Wolfratshausen";378;6;6;0;127227;297,11;35;27,51
"LK Bamberg";366;4;27;1;147086;248,83;31;21,08
"LK Bayreuth";347;7;7;0;103656;334,76;75;72,35
"LK Berchtesgadener Land";242;0;8;0;105722;228,9;38;35,94
"LK Cham";370;4;14;0;127882;289,33;20;15,64
"LK Coburg";154;1;4;2;86906;177,2;58;66,74
"LK Dachau";694;0;14;0;153884;450,99;65;42,24
"LK Deggendorf";228;11;9;0;119326;191,07;39;32,68
"LK Dillingen a.d.Donau";192;0;4;0;96021;199,96;55;57,28
"LK Dingolfing-Landau";171;3;2;0;96217;177,72;15;15,59
"LK Donau-Ries";289;6;17;0;133496;216,49;31;23,22
"LK Ebersberg";393;2;1;0;142142;276,48;43;30,25
"LK Eichstätt";232;10;10;0;132341;175,3;43;32,49
"LK Erding";534;0;7;0;137660;387,91;35;25,42
"LK Erlangen-Höchstadt";190;2;5;0;136271;139,43;17;12,48
"LK Forchheim";193;2;2;0;116099;166,24;20;17,23
"LK Freising";899;11;32;4;179116;501,91;62;34,61
"LK Freyung-Grafenau";152;0;8;0;78355;193,99;26;33,18
"LK Fürstenfeldbruck";702;0;22;0;219320;320,08;48;21,89
"LK Fürth";402;0;37;0;117387;342,46;27;23
"LK Garmisch-Partenkirchen";237;5;9;0;88467;267,9;28;31,65
"LK Günzburg";204;4;2;0;125747;162,23;32;25,45
"LK Haßberge";133;13;2;1;84599;157,21;29;34,28
"LK Hof";317;0;16;0;95311;332,6;53;55,61
"LK Kelheim";387;4;27;2;122258;316,54;39;31,9
"LK Kitzingen";91;0;1;0;90909;100,1;8;8,8
"LK Kronach";113;11;1;0;67135;168,32;18;26,81
"LK Kulmbach";173;0;6;0;71845;240,8;22;30,62
"LK Landsberg a.Lech";303;2;9;0;120071;252,35;17;14,16
"LK Landshut";599;6;22;0;158698;377,45;66;41,59
"LK Lichtenfels";174;3;1;0;66838;260,33;28;41,89
"LK Lindau";235;0;5;0;81669;287,75;15;18,37
"LK Main-Spessart";148;2;5;0;126365;117,12;13;10,29
"LK Miesbach";484;1;7;0;99726;485,33;24;24,07
"LK Miltenberg";244;2;3;0;128756;189,51;16;12,43
"LK Mühldorf a.Inn";431;6;14;0;115250;373,97;71;61,61
"LK München";1164;25;20;0;348871;333,65;97;27,8
"LK Neu-Ulm";390;5;12;4;174200;223,88;67;38,46
"LK Neuburg-Schrobenhausen";219;5;9;0;96680;226,52;29;30
"LK Neumarkt i.d.OPf.";269;0;5;0;133561;201,41;65;48,67
"LK Neustadt a.d.Aisch-Bad Windsheim";181;7;7;0;100364;180,34;39;38,86
"LK Neustadt a.d.Waldnaab";671;23;32;1;94352;711,17;102;108,11
"LK Nürnberger Land";546;17;24;0;170365;320,49;77;45,2
"LK Oberallgäu";163;1;6;0;155362;104,92;10;6,44
"LK Ostallgäu";476;0;22;0;140316;339,23;43;30,65
"LK Passau";384;0;13;0;192043;199,96;45;23,43
"LK Pfaffenhofen a.d.Ilm";306;4;14;1;127151;240,66;21;16,52
"LK Regen";138;5;2;0;77656;177,71;15;19,32
"LK Regensburg";388;5;3;0;193572;200,44;42;21,7
"LK Rhön-Grabfeld";136;2;3;0;79690;170,66;24;30,12
"LK Rosenheim";1752;0;88;0;260983;671,31;203;77,78
"LK Roth";263;0;7;0;126958;207,16;15;11,81
"LK Rottal-Inn";678;8;36;0;120659;561,91;57;47,24
"LK Schwandorf";413;12;11;1;147189;280,59;69;46,88
"LK Schweinfurt";386;10;15;2;115106;335,34;41;35,62
"LK Starnberg";482;7;8;0;136092;354,17;29;21,31
"LK Straubing-Bogen";352;9;12;1;100649;349,73;56;55,64
"LK Tirschenreuth";1046;0;90;0;72504;1442,68;90;124,13
"LK Traunstein";904;28;30;3;177089;510,48;148;83,57
"LK Unterallgäu";247;1;7;1;144041;171,48;21;14,58
"LK Weilheim-Schongau";336;1;1;0;135348;248,25;15;11,08
"LK Weißenburg-Gunzenhausen";260;7;9;1;94393;275,44;18;19,07
