"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22200;20616;1;792;43609
"'10-19";35334;33933;6;955;70228
"20-29";55873;50983;4;1545;108405
"30-39";48392;45349;7;1425;95173
"40-49";45260;47528;4;1292;94084
"50-59";52808;51539;6;1038;105391
"60-69";26784;24997;2;446;52229
"70-79";16447;17644;2;272;34365
"80-89";11670;20771;12;300;32753
"90-99";2151;7344;2;89;9586
"100+";24;153;0;4;181
"Unbekannt";24;23;0;8;55
"Gesamt";316967;320880;46;8166;646059
