"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";154;4;3;0;133596;115,27;64;47,91
"LK Altötting";204;12;5;2;111210;183,44;125;112,4
"LK Amberg-Sulzbach";121;20;3;0;103109;117,35;74;71,77
"LK Ansbach";237;21;0;0;183949;128,84;135;73,39
"LK Aschaffenburg";187;20;10;0;174208;107,34;85;48,79
"LK Augsburg";217;9;0;0;251534;86,27;77;30,61
"LK Bad Kissingen";114;4;1;0;103218;110,45;79;76,54
"LK Bad Tölz-Wolfratshausen";236;28;2;2;127227;185,5;117;91,96
"LK Bamberg";240;23;6;0;147086;163,17;96;65,27
"LK Bayreuth";152;23;2;0;103656;146,64;74;71,39
"LK Berchtesgadener Land";129;19;3;0;105722;122,02;69;65,27
"LK Cham";243;28;4;0;127882;190,02;98;76,63
"LK Coburg";66;9;1;0;86906;75,94;30;34,52
"LK Dachau";390;62;4;1;153884;253,44;183;118,92
"LK Deggendorf";141;4;4;0;119326;118,16;44;36,87
"LK Dillingen a.d.Donau";74;12;1;0;96021;77,07;49;51,03
"LK Dingolfing-Landau";110;12;1;0;96217;114,32;41;42,61
"LK Donau-Ries";138;20;5;0;133496;103,37;81;60,68
"LK Ebersberg";242;18;0;0;142142;170,25;108;75,98
"LK Eichstätt";108;8;2;0;132341;81,61;60;45,34
"LK Erding";371;25;3;2;137660;269,5;156;113,32
"LK Erlangen-Höchstadt";87;5;1;0;136271;63,84;41;30,09
"LK Forchheim";121;9;2;0;116099;104,22;55;47,37
"LK Freising";615;28;13;3;179116;343,35;271;151,3
"LK Freyung-Grafenau";96;3;2;0;78355;122,52;57;72,75
"LK Fürstenfeldbruck";442;46;4;1;219320;201,53;195;88,91
"LK Fürth";179;11;4;1;117387;152,49;95;80,93
"LK Garmisch-Partenkirchen";139;10;1;0;88467;157,12;66;74,6
"LK Günzburg";138;37;1;1;125747;109,74;72;57,26
