"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";13401;12377;1;566;26345
"'10-19";23299;22898;4;699;46900
"20-29";39925;37061;4;1312;78302
"30-39";33904;32015;8;1207;67134
"40-49";31615;34317;4;1112;67048
"50-59";37965;38579;6;884;77434
"60-69";19912;18520;3;395;38830
"70-79";13274;14233;6;265;27778
"80-89";10297;18538;18;307;29160
"90-99";1963;6758;5;102;8828
"100+";32;140;0;4;176
"Unbekannt";28;31;0;25;84
"Gesamt";225615;235467;59;6878;468019
