"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";294;0;20;0;133596;220,07;2;1,5
"LK Altötting";604;3;53;1;111210;543,12;4;3,6
"LK Amberg-Sulzbach";496;0;47;0;103109;481,04;4;3,88
"LK Ansbach";601;0;27;0;183949;326,72;3;1,63
"LK Aschaffenburg";534;1;38;0;174208;306,53;2;1,15
"LK Augsburg";388;0;9;0;251534;154,25;2;0,8
"LK Bad Kissingen";256;0;18;0;103218;248,02;3;2,91
"LK Bad Tölz-Wolfratshausen";423;0;10;0;127227;332,48;1;0,79
"LK Bamberg";416;3;36;0;147086;282,83;3;2,04
"LK Bayreuth";421;0;27;0;103656;406,15;3;2,89
"LK Berchtesgadener Land";304;0;22;0;105722;287,55;1;0,95
"LK Cham";430;1;21;0;127882;336,25;1;0,78
"LK Coburg";338;0;23;0;86906;388,93;25;28,77
"LK Dachau";913;0;27;0;153884;593,3;1;0,65
"LK Deggendorf";323;0;13;0;119326;270,69;4;3,35
"LK Dillingen a.d.Donau";267;1;28;1;96021;278,06;1;1,04
"LK Dingolfing-Landau";212;0;9;0;96217;220,34;6;6,24
"LK Donau-Ries";353;0;23;0;133496;264,43;3;2,25
"LK Ebersberg";512;2;5;0;142142;360,2;11;7,74
"LK Eichstätt";290;0;18;0;132341;219,13;2;1,51
"LK Erding";615;0;12;0;137660;446,75;1;0,73
"LK Erlangen-Höchstadt";246;0;8;0;136271;180,52;0;0
"LK Forchheim";207;0;4;0;116099;178,3;1;0,86
"LK Freising";955;0;42;0;179116;533,17;4;2,23
"LK Freyung-Grafenau";191;0;12;0;78355;243,76;0;0
"LK Fürstenfeldbruck";897;0;35;1;219320;408,99;1;0,46
"LK Fürth";494;0;57;0;117387;420,83;1;0,85
"LK Garmisch-Partenkirchen";286;0;18;0;88467;323,28;0;0
"LK Günzburg";236;0;4;0;125747;187,68;1;0,8
"LK Haßberge";160;0;6;0;84599;189,13;3;3,55
"LK Hof";426;0;32;0;95311;446,96;1;1,05
"LK Kelheim";443;0;34;0;122258;362,35;1;0,82
"LK Kitzingen";192;0;3;0;90909;211,2;2;2,2
"LK Kronach";163;0;3;0;67135;242,79;5;7,45
"LK Kulmbach";245;0;11;0;71845;341,01;1;1,39
"LK Landsberg a.Lech";365;0;10;0;120071;303,99;1;0,83
"LK Landshut";669;-1;29;0;158698;421,56;8;5,04
"LK Lichtenfels";280;0;15;1;66838;418,92;10;14,96
"LK Lindau";241;0;8;0;81669;295,09;0;0
"LK Main-Spessart";155;0;6;0;126365;122,66;4;3,17
"LK Miesbach";579;0;11;0;99726;580,59;2;2,01
"LK Miltenberg";294;1;5;0;128756;228,34;6;4,66
"LK Mühldorf a.Inn";498;-1;27;0;115250;432,1;1;0,87
"LK München";1420;-2;72;0;348871;407,03;19;5,45
"LK Neu-Ulm";426;0;25;0;174200;244,55;1;0,57
"LK Neuburg-Schrobenhausen";328;0;14;0;96680;339,26;1;1,03
