"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";13745;12688;1;575;27009
"'10-19";23701;23272;4;709;47686
"20-29";40483;37669;4;1326;79482
"30-39";34456;32544;8;1220;68228
"40-49";32108;34796;5;1124;68033
"50-59";38516;39115;6;897;78534
"60-69";20183;18754;3;397;39337
"70-79";13430;14380;6;268;28084
"80-89";10362;18651;18;308;29339
"90-99";1974;6784;5;102;8865
"100+";33;141;0;4;178
"Unbekannt";29;31;0;27;87
"Gesamt";229020;238825;60;6957;474862
