"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";396;0;20;0;133596;296,42;2;1,5
"LK Altötting";607;0;53;0;111210;545,81;0;0
"LK Amberg-Sulzbach";496;0;54;0;103109;481,04;0;0
"LK Ansbach";605;0;28;0;183949;328,9;0;0
"LK Aschaffenburg";559;0;42;0;174208;320,88;8;4,59
"LK Augsburg";417;0;10;0;251534;165,78;5;1,99
"LK Bad Kissingen";263;3;18;0;103218;254,8;6;5,81
"LK Bad Tölz-Wolfratshausen";508;1;10;0;127227;399,29;16;12,58
"LK Bamberg";435;0;36;0;147086;295,75;4;2,72
"LK Bayreuth";430;1;28;0;103656;414,83;1;0,96
"LK Berchtesgadener Land";342;0;25;0;105722;323,49;17;16,08
"LK Cham";431;0;21;0;127882;337,03;0;0
"LK Coburg";399;1;29;0;86906;459,12;7;8,05
"LK Dachau";957;4;30;0;153884;621,9;14;9,1
"LK Deggendorf";339;2;15;0;119326;284,1;8;6,7
"LK Dillingen a.d.Donau";271;0;29;0;96021;282,23;4;4,17
"LK Dingolfing-Landau";281;5;10;0;96217;292,05;19;19,75
"LK Donau-Ries";367;2;23;0;133496;274,91;8;5,99
"LK Ebersberg";526;0;5;0;142142;370,05;1;0,7
"LK Eichstätt";305;0;20;1;132341;230,47;0;0
"LK Erding";683;1;11;0;137660;496,15;4;2,91
"LK Erlangen-Höchstadt";264;3;11;0;136271;193,73;8;5,87
"LK Forchheim";208;0;4;0;116099;179,16;0;0
"LK Freising";997;0;46;0;179116;556,62;16;8,93
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";957;1;36;0;219320;436,35;12;5,47
"LK Fürth";503;0;58;0;117387;428,5;6;5,11
"LK Garmisch-Partenkirchen";297;0;18;0;88467;335,72;2;2,26
"LK Günzburg";240;0;4;0;125747;190,86;0;0
"LK Haßberge";172;1;6;0;84599;203,31;1;1,18
"LK Hof";441;7;32;0;95311;462,7;14;14,69
"LK Kelheim";482;0;35;0;122258;394,25;11;9
"LK Kitzingen";195;0;3;0;90909;214,5;0;0
"LK Kronach";173;0;3;0;67135;257,69;2;2,98
"LK Kulmbach";246;0;11;0;71845;342,4;0;0
"LK Landsberg a.Lech";373;0;10;0;120071;310,65;0;0
"LK Landshut";701;0;31;0;158698;441,72;5;3,15
"LK Lichtenfels";310;1;17;0;66838;463,81;2;2,99
"LK Lindau";249;3;8;0;81669;304,89;4;4,9
"LK Main-Spessart";160;0;6;0;126365;126,62;2;1,58
"LK Miesbach";595;0;11;0;99726;596,63;1;1
"LK Miltenberg";318;0;5;0;128756;246,98;7;5,44
"LK Mühldorf a.Inn";510;0;27;0;115250;442,52;4;3,47
"LK München";1502;1;91;0;348871;430,53;16;4,59
"LK Neu-Ulm";461;1;26;0;174200;264,64;8;4,59
"LK Neuburg-Schrobenhausen";333;0;18;0;96680;344,44;0;0
"LK Neumarkt i.d.OPf.";400;0;17;0;133561;299,49;4;2,99
"LK Neustadt a.d.Aisch-Bad Windsheim";255;0;6;0;100364;254,08;0;0
"LK Neustadt a.d.Waldnaab";841;0;73;0;94352;891,34;0;0
"LK Nürnberger Land";651;1;44;0;170365;382,12;11;6,46
"LK Oberallgäu";195;1;7;0;155362;125,51;1;0,64
"LK Ostallgäu";528;0;39;0;140316;376,29;3;2,14
"LK Passau";628;0;29;0;192043;327,01;9;4,69
"LK Pfaffenhofen a.d.Ilm";388;0;21;0;127151;305,15;1;0,79
"LK Regen";198;1;11;0;77656;254,97;2;2,58
"LK Regensburg";499;0;15;0;193572;257,79;2;1,03
"LK Rhön-Grabfeld";198;0;8;0;79690;248,46;0;0
"LK Rosenheim";2314;-1;199;0;260983;886,65;4;1,53
"LK Roth";290;0;7;0;126958;228,42;3;2,36
"LK Rottal-Inn";736;0;48;0;120659;609,98;0;0
"LK Schwandorf";509;0;20;0;147189;345,81;1;0,68
"LK Schweinfurt";531;1;25;0;115106;461,31;3;2,61
"LK Starnberg";602;6;13;0;136092;442,35;8;5,88
"LK Straubing-Bogen";561;1;29;0;100649;557,38;1;0,99
"LK Tirschenreuth";1140;0;138;0;72504;1572,33;0;0
"LK Traunstein";1313;3;88;0;177089;741,44;6;3,39
"LK Unterallgäu";286;0;14;0;144041;198,55;1;0,69
"LK Weilheim-Schongau";363;0;3;0;135348;268,2;1;0,74
"LK Weißenburg-Gunzenhausen";338;0;25;0;94393;358,08;2;2,12
"LK Wunsiedel i.Fichtelgebirge";665;0;41;0;73178;908,74;4;5,47
"LK Würzburg";419;0;7;0;161834;258,91;2;1,24
"SK Amberg";94;-1;4;0;41970;223,97;3;7,15
"SK Ansbach";155;0;8;0;41847;370,4;0;0
"SK Aschaffenburg";126;0;1;0;70527;178,65;1;1,42
"SK Augsburg";534;0;15;0;295135;180,93;17;5,76
"SK Bamberg";204;0;22;0;77592;262,91;1;1,29
"SK Bayreuth";210;0;11;0;74657;281,29;0;0
"SK Coburg";119;0;3;0;41249;288,49;2;4,85
"SK Erlangen";264;0;11;0;111962;235,79;0;0
"SK Fürth";434;0;38;0;127748;339,73;5;3,91
"SK Hof";142;0;4;0;45930;309,17;0;0
"SK Ingolstadt";500;1;38;0;136981;365,01;8;5,84
"SK Kaufbeuren";112;1;5;0;43893;255,17;1;2,28
"SK Kempten";104;0;10;0;68907;150,93;2;2,9
"SK Landshut";285;0;9;0;72404;393,62;2;2,76
"SK Memmingen";57;0;0;0;43837;130,03;0;0
"SK München";7145;19;222;0;1471508;485,56;108;7,34
"SK Nürnberg";1173;5;51;0;518365;226,29;21;4,05
"SK Passau";143;0;18;0;52469;272,54;4;7,62
"SK Regensburg";727;0;10;0;152610;476,38;2;1,31
"SK Rosenheim";529;1;23;0;63324;835,39;5;7,9
"SK Schwabach";86;0;2;0;40792;210,83;0;0
"SK Schweinfurt";189;0;17;0;54032;349,79;1;1,85
"SK Straubing";445;0;48;0;47794;931,08;6;12,55
"SK Weiden i.d.OPf.";339;0;20;0;42520;797,27;0;0
"SK Würzburg";494;1;52;0;127880;386,3;5;3,91
