"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14515;13403;1;618;28537
"'10-19";24680;24155;5;733;49573
"20-29";41830;38857;4;1351;82042
"30-39";35794;33703;8;1257;70762
"40-49";33303;36013;5;1145;70466
"50-59";39780;40333;6;914;81033
"60-69";20854;19433;3;407;40697
"70-79";13753;14721;6;273;28753
"80-89";10504;18893;18;311;29726
"90-99";1994;6822;5;102;8923
"100+";34;143;0;4;181
"Unbekannt";35;31;0;28;94
"Gesamt";237076;246507;61;7143;490787
