"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9788;9105;2;460;19355
"'10-19";18453;18068;1;560;37082
"20-29";31437;29366;5;1100;61908
"30-39";26173;25075;6;1043;52297
"40-49";24424;26946;9;932;52311
"50-59";29273;30342;5;710;60330
"60-69";15364;14356;8;321;30049
"70-79";10546;11351;8;196;22101
"80-89";8190;15064;22;207;23483
"90-99";1611;5601;8;72;7292
"100+";42;138;0;7;187
"Unbekannt";123;134;0;50;307
"Gesamt";175424;185546;74;5658;366702
