"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";4926;4546;0;198;9670
"'10-19";10123;9552;0;265;19940
"20-29";18084;16284;1;496;34865
"30-39";14385;13021;1;448;27855
"40-49";13269;14037;3;400;27709
"50-59";15719;15392;2;272;31385
"60-69";7899;7194;3;130;15226
"70-79";5335;5353;0;69;10757
"80-89";3519;5909;0;39;9467
"90-99";586;1978;0;12;2576
"100+";14;53;0;1;68
"Unbekannt";62;50;0;264;376
"Gesamt";93921;93369;10;2594;189894
