"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";2850;2657;0;80;5587
"'10-19";6233;5909;0;135;12277
"20-29";11900;10695;0;239;22834
"30-39";9185;8239;1;188;17613
"40-49";8392;9042;0;158;17592
"50-59";9975;9780;1;124;19880
"60-69";5033;4453;2;52;9540
"70-79";3536;3436;0;32;7004
"80-89";2265;3585;0;20;5870
"90-99";358;1153;0;4;1515
"100+";7;26;0;0;33
"Unbekannt";61;58;0;33;152
"Gesamt";59795;59033;4;1065;119897
