"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";6718;6181;0;292;13191
"'10-19";13113;12529;0;379;26021
"20-29";22223;20157;2;667;43049
"30-39";18078;16752;2;627;35459
"40-49";16893;18013;3;568;35477
"50-59";19889;19791;2;397;40079
"60-69";10115;9254;3;183;19555
"70-79";6789;6994;0;105;13888
"80-89";4761;8404;0;78;13243
"90-99";883;2972;0;24;3879
"100+";19;76;0;4;99
"Unbekannt";85;70;0;38;193
"Gesamt";119566;121193;12;3362;244133
