"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10766;9996;1;498;21261
"'10-19";20046;19722;3;607;40378
"20-29";34467;32228;5;1187;67887
"30-39";28934;27662;9;1105;57710
"40-49";26982;29805;4;1020;57811
"50-59";32508;33692;6;770;66976
"60-69";17165;16047;4;366;33582
"70-79";11770;12690;6;248;24714
"80-89";9371;17133;18;274;26796
"90-99";1822;6390;5;99;8316
"100+";44;154;0;7;205
"Unbekannt";120;125;0;48;293
"Gesamt";193995;205644;61;6229;405929
