"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11682;10822;1;527;23032
"'10-19";21315;20944;4;654;42917
"20-29";36659;34272;4;1255;72190
"30-39";30987;29401;8;1144;61540
"40-49";28905;31788;4;1068;61765
"50-59";34859;35932;6;825;71622
"60-69";18390;17173;3;388;35954
"70-79";12484;13505;6;262;26257
"80-89";9902;17977;18;311;28208
"90-99";1912;6619;5;100;8636
"100+";28;138;0;5;171
"Unbekannt";23;27;0;26;76
"Gesamt";207146;218598;59;6565;432368
