"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";389;361;6;756
"'10-19";868;985;6;1859
"20-29";2112;2383;36;4531
"30-39";2113;2178;29;4320
"40-49";2307;2690;27;5024
"50-59";3095;3363;26;6484
"60-69";1810;1522;12;3344
"70-79";1415;1252;10;2677
"80-89";915;1311;2;2228
"90-99";124;395;4;523
"100+";2;9;0;11
"Unbekannt";7;8;1;16
"Gesamt";15157;16457;159;31773
