"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";18835;17434;1;737;37007
"'10-19";30919;29891;5;894;61709
"20-29";50322;46217;5;1508;98052
"30-39";43626;40762;8;1384;85780
"40-49";40671;43017;6;1281;84975
"50-59";47913;47295;7;1022;96237
"60-69";24581;22959;3;448;47991
"70-79";15532;16605;6;291;32434
"80-89";11247;20005;18;331;31601
"90-99";2085;7124;5;109;9323
"100+";27;147;0;5;179
"Unbekannt";25;23;0;27;75
"Gesamt";285783;291479;64;8037;585363
