"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";944;878;25;1847
"'10-19";1926;1916;13;3855
"20-29";4676;4433;31;9140
"30-39";3835;3716;31;7582
"40-49";3703;4413;25;8141
"50-59";4676;5187;17;9880
"60-69";2685;2316;3;5004
"70-79";2149;2043;2;4194
"80-89";1565;2512;1;4078
"90-99";252;823;0;1075
"100+";2;15;0;17
"Unbekannt";5;6;19;30
"Gesamt";26418;28258;167;54843
