"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";20419;18851;1;791;40062
"'10-19";32980;31772;5;960;65717
"20-29";53115;48541;5;1575;103236
"30-39";46019;42981;8;1441;90449
"40-49";43049;45305;6;1339;89699
"50-59";50575;49530;7;1053;101165
"60-69";25787;24052;3;460;50302
"70-79";16035;17155;6;293;33489
"80-89";11475;20373;18;328;32194
"90-99";2119;7217;5;109;9450
"100+";26;151;0;6;183
"Unbekannt";28;32;0;13;73
"Gesamt";301627;305960;64;8368;616019
