"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";673;631;1;1305
"'10-19";1347;1524;0;2871
"20-29";3690;3662;2;7354
"30-39";3251;3209;4;6464
"40-49";3173;3879;1;7053
"50-59";4313;4864;1;9178
"60-69";2551;2202;0;4753
"70-79";2071;1989;1;4061
"80-89";1527;2461;0;3988
"90-99";248;811;1;1060
"100+";0;14;0;14
"Unbekannt";6;3;0;9
"Gesamt";22850;25249;11;48110
