"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";407;1;20;0;133596;304,65;2;1,5
"LK Altötting";649;8;55;0;111210;583,58;15;13,49
"LK Amberg-Sulzbach";499;1;54;0;103109;483,95;3;2,91
"LK Ansbach";608;0;28;0;183949;330,53;1;0,54
"LK Aschaffenburg";595;0;42;0;174208;341,55;5;2,87
"LK Augsburg";474;10;11;0;251534;188,44;16;6,36
"LK Bad Kissingen";269;2;18;0;103218;260,61;4;3,88
"LK Bad Tölz-Wolfratshausen";526;2;10;0;127227;413,43;6;4,72
"LK Bamberg";443;3;36;0;147086;301,18;5;3,4
"LK Bayreuth";433;0;28;0;103656;417,73;0;0
"LK Berchtesgadener Land";367;4;25;0;105722;347,14;9;8,51
"LK Cham";437;0;21;0;127882;341,72;4;3,13
"LK Coburg";411;0;29;0;86906;472,92;4;4,6
"LK Dachau";995;6;31;0;153884;646,59;12;7,8
"LK Deggendorf";346;1;15;0;119326;289,96;5;4,19
"LK Dillingen a.d.Donau";290;5;29;0;96021;302,02;10;10,41
"LK Dingolfing-Landau";804;20;10;0;96217;835,61;90;93,54
"LK Donau-Ries";382;4;23;0;133496;286,15;7;5,24
"LK Ebersberg";544;3;5;0;142142;382,72;7;4,92
"LK Eichstätt";324;1;20;0;132341;244,82;9;6,8
"LK Erding";725;3;11;0;137660;526,66;9;6,54
"LK Erlangen-Höchstadt";297;3;11;0;136271;217,95;5;3,67
"LK Forchheim";232;1;4;0;116099;199,83;12;10,34
"LK Freising";1053;11;46;0;179116;587,89;31;17,31
"LK Freyung-Grafenau";196;0;12;0;78355;250,14;0;0
"LK Fürstenfeldbruck";991;5;36;0;219320;451,85;12;5,47
"LK Fürth";513;0;58;0;117387;437,02;2;1,7
"LK Garmisch-Partenkirchen";305;1;18;0;88467;344,76;2;2,26
"LK Günzburg";267;8;4;0;125747;212,33;12;9,54
"LK Haßberge";179;0;6;0;84599;211,59;1;1,18
"LK Hof";481;1;32;0;95311;504,66;3;3,15
"LK Kelheim";510;2;35;0;122258;417,15;10;8,18
"LK Kitzingen";199;0;3;0;90909;218,9;1;1,1
"LK Kronach";175;0;3;0;67135;260,67;1;1,49
"LK Kulmbach";250;1;11;0;71845;347,97;1;1,39
"LK Landsberg a.Lech";381;1;10;0;120071;317,31;3;2,5
"LK Landshut";726;2;31;0;158698;457,47;8;5,04
"LK Lichtenfels";323;0;17;0;66838;483,26;4;5,98
"LK Lindau";257;2;8;0;81669;314,68;4;4,9
"LK Main-Spessart";166;0;6;0;126365;131,37;4;3,17
"LK Miesbach";623;2;11;0;99726;624,71;13;13,04
"LK Miltenberg";341;1;5;0;128756;264,84;6;4,66
"LK Mühldorf a.Inn";531;4;27;0;115250;460,74;14;12,15
"LK München";1555;1;91;0;348871;445,72;19;5,45
"LK Neu-Ulm";485;0;26;0;174200;278,42;7;4,02
"LK Neuburg-Schrobenhausen";345;1;18;0;96680;356,85;11;11,38
"LK Neumarkt i.d.OPf.";407;0;17;0;133561;304,73;0;0
"LK Neustadt a.d.Aisch-Bad Windsheim";261;0;6;0;100364;260,05;1;1
"LK Neustadt a.d.Waldnaab";846;0;73;0;94352;896,64;3;3,18
"LK Nürnberger Land";672;0;44;0;170365;394,45;4;2,35
"LK Oberallgäu";211;0;7;0;155362;135,81;1;0,64
"LK Ostallgäu";541;1;39;0;140316;385,56;3;2,14
"LK Passau";640;1;31;0;192043;333,26;3;1,56
"LK Pfaffenhofen a.d.Ilm";393;1;21;0;127151;309,08;3;2,36
"LK Regen";201;1;12;0;77656;258,83;1;1,29
"LK Regensburg";515;2;15;0;193572;266,05;5;2,58
"LK Rhön-Grabfeld";205;1;8;0;79690;257,25;2;2,51
"LK Rosenheim";2349;8;199;0;260983;900,06;22;8,43
"LK Roth";301;0;7;0;126958;237,09;7;5,51
"LK Rottal-Inn";747;0;48;0;120659;619,1;4;3,32
"LK Schwandorf";519;0;20;0;147189;352,61;0;0
"LK Schweinfurt";549;0;25;0;115106;476,95;7;6,08
"LK Starnberg";613;0;13;0;136092;450,43;0;0
"LK Straubing-Bogen";570;0;29;0;100649;566,32;5;4,97
"LK Tirschenreuth";1140;0;138;0;72504;1572,33;0;0
"LK Traunstein";1326;2;88;0;177089;748,78;7;3,95
"LK Unterallgäu";295;1;14;0;144041;204,8;8;5,55
"LK Weilheim-Schongau";373;1;3;0;135348;275,59;3;2,22
"LK Weißenburg-Gunzenhausen";346;2;25;0;94393;366,55;4;4,24
"LK Wunsiedel i.Fichtelgebirge";677;2;41;0;73178;925,14;5;6,83
"LK Würzburg";452;4;7;0;161834;279,3;14;8,65
"SK Amberg";96;0;4;0;41970;228,73;1;2,38
"SK Ansbach";155;0;8;0;41847;370,4;0;0
"SK Aschaffenburg";138;2;1;0;70527;195,67;5;7,09
"SK Augsburg";585;1;16;0;295135;198,21;13;4,4
"SK Bamberg";211;0;22;0;77592;271,94;1;1,29
"SK Bayreuth";213;0;11;0;74657;285,3;2;2,68
"SK Coburg";124;0;3;0;41249;300,61;1;2,42
"SK Erlangen";283;2;11;0;111962;252,76;4;3,57
"SK Fürth";450;0;38;0;127748;352,26;5;3,91
"SK Hof";146;1;4;0;45930;317,88;3;6,53
"SK Ingolstadt";576;3;38;0;136981;420,5;14;10,22
"SK Kaufbeuren";115;1;5;0;43893;262;2;4,56
"SK Kempten";121;0;10;0;68907;175,6;1;1,45
"SK Landshut";296;0;9;0;72404;408,82;5;6,91
"SK Memmingen";66;3;0;0;43837;150,56;7;15,97
"SK München";7527;46;223;0;1471508;511,52;156;10,6
"SK Nürnberg";1252;13;52;0;518365;241,53;30;5,79
"SK Passau";150;1;18;0;52469;285,88;3;5,72
"SK Regensburg";738;3;10;0;152610;483,59;6;3,93
"SK Rosenheim";555;4;23;0;63324;876,44;8;12,63
"SK Schwabach";92;0;2;0;40792;225,53;0;0
"SK Schweinfurt";195;0;17;0;54032;360,9;1;1,85
"SK Straubing";448;0;48;0;47794;937,36;2;4,18
"SK Weiden i.d.OPf.";339;0;20;0;42520;797,27;0;0
"SK Würzburg";503;1;52;0;127880;393,34;4;3,13
