"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";16411;15211;1;667;32290
"'10-19";27576;26931;5;808;55320
"20-29";45996;42567;5;1420;89988
"30-39";39596;37122;8;1302;78028
"40-49";36904;39495;5;1206;77610
"50-59";43778;43822;7;973;88580
"60-69";22762;21214;3;428;44407
"70-79";14664;15658;6;280;30608
"80-89";10899;19496;18;317;30730
"90-99";2036;6966;5;107;9114
"100+";35;153;0;11;199
"Unbekannt";44;33;0;30;107
"Gesamt";260701;268668;63;7549;536981
