"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11516;10691;1;528;22736
"'10-19";21115;20769;4;655;42543
"20-29";36329;33945;4;1253;71531
"30-39";30640;29127;8;1154;60929
"40-49";28600;31469;4;1068;61141
"50-59";34467;35557;6;828;70858
"60-69";18176;16990;3;390;35559
"70-79";12391;13384;6;265;26046
"80-89";9830;17895;18;313;28056
"90-99";1900;6600;5;105;8610
"100+";36;142;0;5;183
"Unbekannt";32;42;0;26;100
"Gesamt";205032;216611;59;6590;428292
