"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5161;11;99;0;134655;3832,76;32;23,76
"LK Altötting";6024;7;208;0;111516;5401,92;32;28,7
"LK Amberg-Sulzbach";4805;3;157;0;103049;4662,83;23;22,32
"LK Ansbach";8256;8;179;0;184591;4472,59;50;27,09
"LK Aschaffenburg";7940;2;209;0;174200;4557,98;58;33,3
"LK Augsburg";11318;10;224;1;253468;4465,26;81;31,96
"LK Bad Kissingen";3614;3;102;0;103235;3500,75;30;29,06
"LK Bad Tölz-Wolfratshausen";5023;13;78;0;127917;3926,77;43;33,62
"LK Bamberg";5509;-1;141;1;147163;3743,47;64;43,49
"LK Bayreuth";4921;3;161;0;103664;4747,07;14;13,51
"LK Berchtesgadener Land";5924;8;101;1;105929;5592,43;69;65,14
"LK Cham";7104;0;182;0;127998;5550,09;13;10,16
"LK Coburg";4832;12;160;0;86747;5570,22;69;79,54
"LK Dachau";8192;6;141;0;154899;5288,61;40;25,82
"LK Deggendorf";6943;7;155;0;119478;5811,11;65;54,4
"LK Dillingen a.d.Donau";3719;9;111;0;96562;3851,41;56;57,99
"LK Dingolfing-Landau";5737;6;93;0;96683;5933,82;43;44,48
"LK Donau-Ries";5861;15;161;0;133783;4380,98;69;51,58
"LK Ebersberg";6296;4;178;2;143649;4382,91;46;32,02
"LK Eichstätt";5008;0;82;0;132881;3768,79;28;21,07
"LK Erding";6888;1;116;0;138182;4984,73;20;14,47
"LK Erlangen-Höchstadt";5353;11;129;0;137262;3899,84;61;44,44
"LK Forchheim";4719;5;113;0;116203;4061;26;22,37
"LK Freising";8066;2;130;0;180007;4480,94;40;22,22
"LK Freyung-Grafenau";4895;0;128;1;78362;6246,65;30;38,28
"LK Fürstenfeldbruck";9643;9;140;0;219311;4396,95;64;29,18
"LK Fürth";5306;12;207;1;117853;4502,22;54;45,82
"LK Garmisch-Partenkirchen";3580;7;87;0;88424;4048,67;46;52,02
"LK Günzburg";6803;32;108;0;127027;5355,55;155;122,02
"LK Haßberge";4029;3;86;0;84384;4774,6;31;36,74
"LK Hof";6357;6;153;0;94801;6705,63;57;60,13
"LK Kelheim";5903;1;107;0;123058;4796,93;40;32,5
"LK Kitzingen";3217;11;86;0;91155;3529,15;70;76,79
"LK Kronach";4151;24;94;0;66743;6219,38;51;76,41
"LK Kulmbach";4066;4;117;0;71566;5681,47;16;22,36
"LK Landsberg a.Lech";4069;5;70;1;120302;3382,32;26;21,61
"LK Landshut";7974;15;170;0;159895;4987,02;60;37,52
"LK Lichtenfels";3511;3;83;0;66776;5257,88;27;40,43
"LK Lindau";3326;4;63;0;81981;4057,04;24;29,28
"LK Main-Spessart";4701;9;215;0;126158;3726,28;43;34,08
"LK Miesbach";4520;9;81;0;100010;4519,55;52;51,99
"LK Miltenberg";5909;8;127;0;128743;4589,76;51;39,61
"LK Mühldorf a.Inn";6925;0;153;0;115872;5976,42;14;12,08
"LK München";15263;15;287;0;350473;4354,97;81;23,11
"LK Neu-Ulm";7530;26;115;0;175204;4297,85;132;75,34
"LK Neuburg-Schrobenhausen";4120;8;77;0;97303;4234,2;32;32,89
"LK Neumarkt i.d.OPf.";6501;2;127;0;134573;4830,84;79;58,7
"LK Neustadt a.d.Aisch-Bad Windsheim";4359;6;107;0;101014;4315,24;33;32,67
"LK Neustadt a.d.Waldnaab";5220;5;187;0;94450;5526,73;13;13,76
"LK Nürnberger Land";7360;16;175;0;170792;4309,34;78;45,67
"LK Oberallgäu";5864;12;85;0;156008;3758,78;82;52,56
"LK Ostallgäu";7102;1;126;0;141182;5030,39;51;36,12
"LK Passau";12893;10;365;0;192656;6692,24;43;22,32
"LK Pfaffenhofen a.d.Ilm";5608;2;159;0;128227;4373,49;34;26,52
"LK Regen";5517;5;161;0;77410;7126,99;16;20,67
"LK Regensburg";8169;11;189;0;194070;4209,31;87;44,83
"LK Rhön-Grabfeld";3515;8;87;0;79635;4413,89;21;26,37
"LK Rosenheim";13773;17;453;0;261330;5270,35;85;32,53
"LK Roth";5659;1;174;0;126749;4464,73;24;18,94
"LK Rottal-Inn";7501;25;178;0;121502;6173,56;83;68,31
"LK Schwandorf";8346;5;155;0;147872;5644,07;38;25,7
"LK Schweinfurt";5081;15;133;0;115445;4401,23;81;70,16
"LK Starnberg";5062;3;112;0;136667;3703,89;13;9,51
"LK Straubing-Bogen";5349;2;141;0;101120;5289,75;38;37,58
"LK Tirschenreuth";5315;0;265;0;72046;7377,23;8;11,1
"LK Traunstein";10947;6;214;0;177319;6173,62;65;36,66
"LK Unterallgäu";7157;18;151;0;145341;4924,28;112;77,06
"LK Weilheim-Schongau";5049;4;81;1;135478;3726,8;85;62,74
"LK Weißenburg-Gunzenhausen";3895;0;114;0;94734;4111,51;14;14,78
"LK Wunsiedel i.Fichtelgebirge";5013;1;197;0;72655;6899,73;9;12,39
"LK Würzburg";4347;5;72;0;162302;2678,34;16;9,86
"SK Amberg";1726;3;23;0;42207;4089,37;5;11,85
"SK Ansbach";1810;1;44;0;41798;4330,35;7;16,75
"SK Aschaffenburg";3426;10;113;0;71002;4825,22;25;35,21
"SK Augsburg";17704;11;399;0;296582;5969,34;144;48,55
"SK Bamberg";3046;8;106;0;77373;3936,77;13;16,8
"SK Bayreuth";3463;1;109;0;74783;4630,73;9;12,03
"SK Coburg";2377;4;92;0;41072;5787,4;25;60,87
"SK Erlangen";3943;11;93;0;112528;3504,02;31;27,55
"SK Fürth";7625;7;218;0;128497;5933,99;49;38,13
"SK Hof";3934;0;116;0;45825;8584,83;4;8,73
"SK Ingolstadt";6068;20;108;0;137392;4416,56;88;64,05
"SK Kaufbeuren";2363;2;54;0;44398;5322,31;16;36,04
"SK Kempten";3247;5;47;0;69151;4695,52;47;67,97
"SK Landshut";4046;8;108;0;73411;5511,44;29;39,5
"SK Memmingen";2224;4;25;0;44100;5043,08;39;88,44
"SK München";72610;92;1242;0;1484226;4892,11;426;28,7
"SK Nürnberg";34107;31;941;0;518370;6579,66;322;62,12
"SK Passau";3385;3;112;0;52803;6410,62;9;17,04
"SK Regensburg";6918;15;82;0;153094;4518,79;67;43,76
"SK Rosenheim";3905;6;60;0;63551;6144,67;28;44,06
"SK Schwabach";2134;5;104;0;40981;5207,29;15;36,6
"SK Schweinfurt";3062;15;88;0;53426;5731,29;63;117,92
"SK Straubing";2376;1;87;1;47791;4971,65;12;25,11
"SK Weiden i.d.OPf.";2691;0;98;0;42743;6295,77;2;4,68
"SK Würzburg";4450;5;122;1;127934;3478,36;35;27,36
