"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";3520;3271;0;132;6923
"'10-19";7648;7179;0;191;15018
"20-29";14217;12815;0;331;27363
"30-39";11181;9976;1;313;21471
"40-49";10158;10850;1;258;21267
"50-59";12134;11830;1;189;24154
"60-69";6065;5426;2;76;11569
"70-79";4155;4123;0;48;8326
"80-89";2645;4261;0;28;6934
"90-99";428;1351;0;6;1785
"100+";9;34;0;1;44
"Unbekannt";77;87;0;56;220
"Gesamt";72237;71203;5;1629;145074
