"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";3825;3593;0;161;7579
"'10-19";8328;7823;0;213;16364
"20-29";15295;13752;1;395;29443
"30-39";12047;10780;1;379;23207
"40-49";11021;11665;1;302;22989
"50-59";13117;12790;2;226;26135
"60-69";6600;5892;3;98;12593
"70-79";4453;4439;0;53;8945
"80-89";2879;4605;0;32;7516
"90-99";459;1479;0;9;1947
"100+";10;39;0;1;50
"Unbekannt";84;79;0;158;321
"Gesamt";78118;76936;8;2027;157089
