"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2643;0;49;0;134655;1962,79;181;134,42
"LK Altötting";2826;37;96;1;111516;2534,17;153;137,2
"LK Amberg-Sulzbach";2259;52;84;0;103049;2192,16;208;201,85
"LK Ansbach";3287;100;72;0;184591;1780,69;206;111,6
"LK Aschaffenburg";3639;19;80;3;174200;2088,98;312;179,1
"LK Augsburg";5844;1;78;0;253468;2305,62;449;177,14
"LK Bad Kissingen";1399;30;31;1;103235;1355,16;164;158,86
"LK Bad Tölz-Wolfratshausen";2469;21;20;0;127917;1930,16;154;120,39
"LK Bamberg";2372;33;60;0;147163;1611,82;275;186,87
"LK Bayreuth";1723;70;37;0;103664;1662,1;284;273,96
"LK Berchtesgadener Land";2564;28;60;1;105929;2420,49;147;138,77
"LK Cham";2367;30;50;2;127998;1849,25;196;153,13
"LK Coburg";2136;68;76;0;86747;2462,33;255;293,96
"LK Dachau";4446;38;79;0;154899;2870,26;265;171,08
"LK Deggendorf";2558;59;53;0;119478;2140,98;345;288,76
"LK Dillingen a.d.Donau";1876;29;73;0;96562;1942,79;153;158,45
"LK Dingolfing-Landau";2401;29;49;0;96683;2483,37;169;174,8
"LK Donau-Ries";2533;32;55;2;133783;1893,36;227;169,68
"LK Ebersberg";3355;0;59;0;143649;2335,55;223;155,24
"LK Eichstätt";2388;44;45;0;132881;1797,1;254;191,15
"LK Erding";3877;0;29;0;138182;2805,72;206;149,08
"LK Erlangen-Höchstadt";2441;17;63;1;137262;1778,35;218;158,82
"LK Forchheim";2100;48;41;5;116203;1807,18;260;223,75
"LK Freising";4057;0;55;0;180007;2253,8;249;138,33
"LK Freyung-Grafenau";2371;8;55;0;78362;3025,7;233;297,34
"LK Fürstenfeldbruck";5415;44;86;0;219311;2469,1;347;158,22
"LK Fürth";2683;44;110;0;117853;2276,56;211;179,04
"LK Garmisch-Partenkirchen";1704;6;41;1;88424;1927,08;180;203,56
"LK Günzburg";3519;57;60;1;127027;2770,28;320;251,91
"LK Haßberge";1663;80;36;0;84384;1970,75;192;227,53
"LK Hof";2272;96;62;1;94801;2396,6;300;316,45
"LK Kelheim";2158;14;41;0;123058;1753,64;126;102,39
"LK Kitzingen";1363;13;17;0;91155;1495,26;112;122,87
"LK Kronach";1425;39;26;0;66743;2135,06;161;241,22
"LK Kulmbach";1207;16;16;0;71566;1686,56;215;300,42
"LK Landsberg a.Lech";2302;25;26;0;120302;1913,52;164;136,32
"LK Landshut";3674;60;98;0;159895;2297,76;373;233,28
"LK Lichtenfels";1401;14;37;0;66776;2098,06;85;127,29
"LK Lindau";1714;20;34;0;81981;2090,73;153;186,63
"LK Main-Spessart";2328;19;134;2;126158;1845,31;237;187,86
"LK Miesbach";2317;68;22;0;100010;2316,77;227;226,98
"LK Miltenberg";2517;14;43;2;128743;1955,06;216;167,78
"LK Mühldorf a.Inn";3194;51;67;0;115872;2756,49;222;191,59
"LK München";8156;106;134;0;350473;2327,14;742;211,71
"LK Neu-Ulm";3732;29;52;0;175204;2130,09;281;160,38
"LK Neuburg-Schrobenhausen";2045;35;46;1;97303;2101,68;180;184,99
"LK Neumarkt i.d.OPf.";2760;0;67;0;134573;2050,93;267;198,41
"LK Neustadt a.d.Aisch-Bad Windsheim";1766;58;32;0;101014;1748,27;164;162,35
"LK Neustadt a.d.Waldnaab";2673;68;91;2;94450;2830,07;254;268,93
"LK Nürnberger Land";3484;10;83;0;170792;2039,91;334;195,56
"LK Oberallgäu";2716;58;29;0;156008;1740,94;342;219,22
"LK Ostallgäu";3050;17;60;1;141182;2160,33;241;170,7
"LK Passau";6303;128;86;0;192656;3271,63;670;347,77
"LK Pfaffenhofen a.d.Ilm";2807;23;77;0;128227;2189,09;258;201,21
"LK Regen";2798;38;72;0;77410;3614,52;363;468,93
"LK Regensburg";3618;37;45;0;194070;1864,28;287;147,88
"LK Rhön-Grabfeld";1348;15;19;0;79635;1692,72;162;203,43
"LK Rosenheim";8205;80;307;3;261330;3139,71;499;190,95
"LK Roth";2529;46;36;0;126749;1995,28;279;220,12
"LK Rottal-Inn";3451;36;81;0;121502;2840,28;258;212,34
"LK Schwandorf";3261;46;58;1;147872;2205,29;183;123,76
"LK Schweinfurt";2555;24;73;1;115445;2213,18;142;123
"LK Starnberg";2648;22;24;0;136667;1937,56;223;163,17
"LK Straubing-Bogen";2420;59;72;0;101120;2393,2;251;248,22
"LK Tirschenreuth";2373;23;173;0;72046;3293,73;185;256,78
"LK Traunstein";5435;74;144;1;177319;3065,1;278;156,78
"LK Unterallgäu";2614;40;50;0;145341;1798,53;304;209,16
"LK Weilheim-Schongau";2352;32;25;0;135478;1736,08;154;113,67
