"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";455;421;7;883
"'10-19";1014;1195;6;2215
"20-29";2522;2844;42;5408
"30-39";2438;2561;35;5034
"40-49";2607;3146;29;5782
"50-59";3593;3951;29;7573
"60-69";2110;1802;14;3926
"70-79";1682;1560;15;3257
"80-89";1156;1768;4;2928
"90-99";176;573;4;753
"100+";0;8;0;8
"Unbekannt";7;12;0;19
"Gesamt";17760;19841;185;37786
