"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";556;536;16;1108
"'10-19";1199;1406;14;2619
"20-29";3183;3339;28;6550
"30-39";2877;2957;18;5852
"40-49";2966;3613;9;6588
"50-59";4070;4530;3;8603
"60-69";2391;2055;7;4453
"70-79";1961;1867;5;3833
"80-89";1436;2256;2;3694
"90-99";226;742;2;970
"100+";0;14;0;14
"Unbekannt";5;4;2;11
"Gesamt";20870;23319;106;44295
