"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9984;9257;1;473;19715
"'10-19";18803;18421;2;573;37799
"20-29";32044;29982;5;1128;63159
"30-39";26723;25613;7;1070;53413
"40-49";24916;27554;7;960;53437
"50-59";29850;30980;6;717;61553
"60-69";15732;14692;5;325;30754
"70-79";10839;11674;9;203;22725
"80-89";8506;15654;25;206;24391
"90-99";1670;5839;9;74;7592
"100+";43;145;0;7;195
"Unbekannt";128;130;0;61;319
"Gesamt";179238;189941;76;5797;375052
