"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2337;33;45;0;134655;1735,55;157;116,59
"LK Altötting";2512;21;80;0;111516;2252,59;228;204,45
"LK Amberg-Sulzbach";1834;0;78;0;103049;1779,74;213;206,7
"LK Ansbach";2662;0;62;0;184591;1442,11;160;86,68
"LK Aschaffenburg";2986;50;54;1;174200;1714,12;286;164,18
"LK Augsburg";5008;0;52;0;253468;1975,79;540;213,04
"LK Bad Kissingen";1121;38;20;0;103235;1085,87;206;199,54
"LK Bad Tölz-Wolfratshausen";2169;27;16;0;127917;1695,63;203;158,7
"LK Bamberg";1815;1;57;1;147163;1233,33;104;70,67
"LK Bayreuth";1242;17;33;0;103664;1198,1;143;137,95
"LK Berchtesgadener Land";2300;22;48;2;105929;2171,27;167;157,65
"LK Cham";2054;47;41;0;127998;1604,71;216;168,75
"LK Coburg";1682;40;51;0;86747;1938,97;256;295,11
"LK Dachau";3933;108;67;0;154899;2539,07;394;254,36
"LK Deggendorf";1943;54;31;0;119478;1626,24;300;251,09
"LK Dillingen a.d.Donau";1570;0;60;0;96562;1625,9;132;136,7
"LK Dingolfing-Landau";2083;0;35;0;96683;2154,46;178;184,11
"LK Donau-Ries";2147;30;43;0;133783;1604,84;146;109,13
"LK Ebersberg";2870;43;36;1;143649;1997,93;320;222,77
"LK Eichstätt";1981;35;38;1;132881;1490,81;234;176,1
"LK Erding";3287;0;27;0;138182;2378,75;454;328,55
"LK Erlangen-Höchstadt";2031;13;39;0;137262;1479,65;257;187,23
"LK Forchheim";1634;17;19;0;116203;1406,16;270;232,35
"LK Freising";3546;9;53;0;180007;1969,92;291;161,66
"LK Freyung-Grafenau";1945;35;36;0;78362;2482,07;262;334,35
"LK Fürstenfeldbruck";4703;57;73;0;219311;2144,44;388;176,92
"LK Fürth";2248;53;100;1;117853;1907,46;202;171,4
"LK Garmisch-Partenkirchen";1393;12;31;0;88424;1575,36;166;187,73
"LK Günzburg";2926;11;41;0;127027;2303,45;322;253,49
"LK Haßberge";1376;16;29;0;84384;1630,64;149;176,57
"LK Hof";1761;21;47;1;94801;1857,58;249;262,66
"LK Kelheim";1891;21;40;0;123058;1536,67;157;127,58
"LK Kitzingen";1095;2;12;0;91155;1201,25;100;109,7
"LK Kronach";1156;15;22;1;66743;1732,02;155;232,23
"LK Kulmbach";934;17;14;0;71566;1305,09;96;134,14
"LK Landsberg a.Lech";1986;12;22;0;120302;1650,85;222;184,54
"LK Landshut";3087;35;84;0;159895;1930,64;333;208,26
"LK Lichtenfels";1235;11;33;0;66776;1849,47;106;158,74
"LK Lindau";1433;38;20;0;81981;1747,97;207;252,5
"LK Main-Spessart";1876;31;75;0;126158;1487,02;314;248,89
"LK Miesbach";2005;25;13;0;100010;2004,8;154;153,98
"LK Miltenberg";2158;19;32;2;128743;1676,21;194;150,69
"LK Mühldorf a.Inn";2731;30;52;1;115872;2356,91;279;240,78
"LK München";6888;90;127;3;350473;1965,34;531;151,51
"LK Neu-Ulm";3150;30;39;0;175204;1797,9;373;212,89
"LK Neuburg-Schrobenhausen";1730;28;41;0;97303;1777,95;198;203,49
"LK Neumarkt i.d.OPf.";2266;55;61;0;134573;1683,84;353;262,31
"LK Neustadt a.d.Aisch-Bad Windsheim";1489;15;21;1;101014;1474,05;178;176,21
"LK Neustadt a.d.Waldnaab";2207;32;83;1;94450;2336,69;203;214,93
"LK Nürnberger Land";2788;29;64;0;170792;1632,39;377;220,74
"LK Oberallgäu";2158;27;22;0;156008;1383,26;252;161,53
"LK Ostallgäu";2520;26;54;1;141182;1784,93;249;176,37
"LK Passau";5123;126;70;1;192656;2659,14;637;330,64
"LK Pfaffenhofen a.d.Ilm";2315;45;52;1;128227;1805,39;300;233,96
"LK Regen";2117;96;28;0;77410;2734,79;469;605,86
"LK Regensburg";3098;32;36;0;194070;1596,33;221;113,88
"LK Rhön-Grabfeld";1111;10;17;0;79635;1395,12;127;159,48
"LK Rosenheim";7346;73;259;1;261330;2811,01;597;228,45
"LK Roth";2003;71;26;3;126749;1580,29;320;252,47
"LK Rottal-Inn";2990;34;74;0;121502;2460,86;244;200,82
"LK Schwandorf";2834;75;38;0;147872;1916,52;281;190,03
"LK Schweinfurt";2319;38;56;1;115445;2008,75;143;123,87
"LK Starnberg";2213;22;16;0;136667;1619,26;212;155,12
"LK Straubing-Bogen";2000;33;62;1;101120;1977,85;152;150,32
"LK Tirschenreuth";2065;14;156;0;72046;2866,22;132;183,22
"LK Traunstein";4956;96;129;0;177319;2794,96;513;289,31
"LK Unterallgäu";2113;27;46;0;145341;1453,82;171;117,65
"LK Weilheim-Schongau";2037;20;21;0;135478;1503,57;223;164,6
"LK Weißenburg-Gunzenhausen";1488;55;35;0;94734;1570,71;264;278,68
"LK Wunsiedel i.Fichtelgebirge";1606;6;59;0;72655;2210,45;112;154,15
