"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";541;524;15;1080
"'10-19";1185;1382;13;2580
"20-29";3112;3273;39;6424
"30-39";2826;2905;19;5750
"40-49";2924;3560;17;6501
"50-59";4015;4478;10;8503
"60-69";2357;2039;11;4407
"70-79";1928;1820;6;3754
"80-89";1402;2207;0;3609
"90-99";223;721;3;947
"100+";0;14;0;14
"Unbekannt";11;14;2;27
"Gesamt";20524;22937;135;43596
