"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";19498;17987;1;766;38252
"'10-19";31768;30686;5;933;63392
"20-29";51495;47176;5;1538;100214
"30-39";44664;41689;8;1416;87777
"40-49";41695;44032;6;1309;87042
"50-59";49053;48213;7;1041;98314
"60-69";25085;23423;3;457;48968
"70-79";15745;16863;6;295;32909
"80-89";11343;20171;18;329;31861
"90-99";2097;7164;5;107;9373
"100+";26;147;0;5;178
"Unbekannt";26;28;0;25;79
"Gesamt";292495;297579;64;8221;598359
