"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5215;-2;101;0;134655;3872,86;30;22,28
"LK Altötting";6074;0;210;0;111516;5446,75;15;13,45
"LK Amberg-Sulzbach";4851;2;160;0;103049;4707,47;15;14,56
"LK Ansbach";8425;0;197;0;184591;4564,14;13;7,04
"LK Aschaffenburg";8037;0;213;0;174200;4613,66;9;5,17
"LK Augsburg";11504;5;232;1;253468;4538,64;27;10,65
"LK Bad Kissingen";3645;0;104;0;103235;3530,78;1;0,97
"LK Bad Tölz-Wolfratshausen";5124;1;79;0;127917;4005,72;21;16,42
"LK Bamberg";5670;0;145;0;147163;3852,87;41;27,86
"LK Bayreuth";4936;0;163;0;103664;4761,54;2;1,93
"LK Berchtesgadener Land";6046;0;102;0;105929;5707,6;11;10,38
"LK Cham";7137;1;182;0;127998;5575,87;2;1,56
"LK Coburg";4889;0;161;0;86747;5635,93;0;0
"LK Dachau";8262;3;143;0;154899;5333,8;17;10,97
"LK Deggendorf";7025;1;160;0;119478;5879,74;25;20,92
"LK Dillingen a.d.Donau";3811;0;115;0;96562;3946,69;25;25,89
"LK Dingolfing-Landau";5841;0;99;0;96683;6041,39;17;17,58
"LK Donau-Ries";6015;1;165;0;133783;4496,09;6;4,48
"LK Ebersberg";6403;2;181;0;143649;4457,39;23;16,01
"LK Eichstätt";5087;0;86;0;132881;3828,24;9;6,77
"LK Erding";6997;3;118;0;138182;5063,61;21;15,2
"LK Erlangen-Höchstadt";5437;2;130;0;137262;3961,04;10;7,29
"LK Forchheim";4807;-3;113;0;116203;4136,73;13;11,19
"LK Freising";8258;0;130;0;180007;4587,6;46;25,55
"LK Freyung-Grafenau";4919;1;128;0;78362;6277,28;5;6,38
"LK Fürstenfeldbruck";9777;2;140;0;219311;4458,05;39;17,78
"LK Fürth";5387;1;209;0;117853;4570,95;11;9,33
"LK Garmisch-Partenkirchen";3657;0;87;0;88424;4135,75;6;6,79
"LK Günzburg";7016;0;110;0;127027;5523,24;15;11,81
"LK Haßberge";4085;0;87;0;84384;4840,97;8;9,48
"LK Hof";6409;1;157;0;94801;6760,48;3;3,16
"LK Kelheim";5943;1;110;0;123058;4829,43;3;2,44
"LK Kitzingen";3302;0;87;0;91155;3622,4;5;5,49
"LK Kronach";4234;0;96;0;66743;6343,74;6;8,99
"LK Kulmbach";4088;1;117;0;71566;5712,21;1;1,4
"LK Landsberg a.Lech";4118;1;71;0;120302;3423,05;12;9,97
"LK Landshut";8049;0;175;0;159895;5033,93;18;11,26
"LK Lichtenfels";3591;1;85;0;66776;5377,68;2;3
"LK Lindau";3455;2;63;0;81981;4214,39;3;3,66
"LK Main-Spessart";4771;0;215;0;126158;3781,77;7;5,55
"LK Miesbach";4603;0;82;0;100010;4602,54;6;6
"LK Miltenberg";6011;2;129;0;128743;4668,99;3;2,33
"LK Mühldorf a.Inn";6988;-1;155;0;115872;6030,79;12;10,36
"LK München";15465;8;294;0;350473;4412,61;53;15,12
"LK Neu-Ulm";7781;0;121;0;175204;4441,11;12;6,85
"LK Neuburg-Schrobenhausen";4199;0;80;0;97303;4315,39;25;25,69
"LK Neumarkt i.d.OPf.";6575;0;142;0;134573;4885,82;1;0,74
"LK Neustadt a.d.Aisch-Bad Windsheim";4392;1;107;0;101014;4347,91;3;2,97
"LK Neustadt a.d.Waldnaab";5260;1;188;0;94450;5569,08;2;2,12
"LK Nürnberger Land";7463;0;186;1;170792;4369,64;4;2,34
"LK Oberallgäu";5973;0;90;0;156008;3828,65;9;5,77
"LK Ostallgäu";7170;0;134;0;141182;5078,55;5;3,54
"LK Passau";12968;0;371;0;192656;6731,17;5;2,6
"LK Pfaffenhofen a.d.Ilm";5666;1;159;0;128227;4418,73;5;3,9
"LK Regen";5534;1;163;0;77410;7148,95;3;3,88
"LK Regensburg";8344;0;205;0;194070;4299,48;31;15,97
